method,display_name,supervisor_requested_name,family,base_method,uses_kd,kd_temperature,kd_weight,uses_delta_trace,uses_factor_orth,lambda_orth,lambda_delta_trace,lambda_factor_orth,uses_replay,uses_zero_old,rank,rank_schedule,target_modules,first_step,later_steps,all_seen,old_new_gap,avg_forgetting
simple_avg,SimpleAvg,simple_avg,simple_avg,simple_avg,False,0.0,0.0,False,False,0.0,0.0,0.0,False,False,80,fixed:80,"q_proj, k_proj, v_proj, out_proj",82.0,69.6125,72.09,12.387500000000003,
simple_avg_kd_T2,SimpleAvg + KD T2,simple_avg_kd_T2,simple_avg,simple_avg_kd,True,2.0,1.0,False,False,0.0,0.0,0.0,False,False,80,fixed:80,"q_proj, k_proj, v_proj, out_proj",88.9,67.16250000000001,71.50999999999999,21.737499999999997,
simple_avg_factor_orth,SimpleAvg + FactorOrth,simple_avg_factor_orth_lam_50,simple_avg,simple_avg_factor_orth,False,0.0,0.0,False,True,50.0,0.0,50.0,False,False,80,fixed:80,"q_proj, k_proj, v_proj, out_proj",71.2,76.625,75.53999999999999,-5.424999999999997,
simple_avg_factor_orth_kd_T2,SimpleAvg + FactorOrth + KD T2,simple_avg_factor_orth_lam_50_kd_T2,simple_avg,simple_avg_factor_orth_kd,True,2.0,1.0,False,True,50.0,0.0,50.0,False,False,80,fixed:80,"q_proj, k_proj, v_proj, out_proj",85.1,58.3625,63.71,26.737499999999997,
rank_extension,RankExt,rank_extension,rank_extension,rank_extension,False,0.0,0.0,False,False,0.0,0.0,0.0,False,False,80,16->32->48->64->80,"q_proj, k_proj, v_proj, out_proj",11.95,47.7625,40.6,-35.8125,0.6793750000000001
rank_extension_kd_only_T2,RankExt + KD T2,rank_extension_kd_only_T2,rank_extension,rank_extension_kd_only,True,2.0,1.0,False,False,0.0,0.0,0.0,False,False,80,16->32->48->64->80,"q_proj, k_proj, v_proj, out_proj",76.2,60.3375,63.51,15.862500000000004,0.24387499999999998
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,rank_extension_orth_factor_lam_50,rank_extension,rank_extension_orth_factor_lam_50,False,0.0,0.0,False,True,50.0,0.0,50.0,False,False,80,16->32->48->64->80,"q_proj, k_proj, v_proj, out_proj",0.1,43.6125,34.910000000000004,-43.512499999999996,0.752375
rank_extension_orth_factor_lam_50_kd_T2,RankExt + FactorOrth + KD T2,rank_extension_orth_factor_lam_50_kd_T2,rank_extension,rank_extension_orth_factor_lam_50_kd,True,2.0,1.0,False,True,50.0,0.0,50.0,False,False,80,16->32->48->64->80,"q_proj, k_proj, v_proj, out_proj",78.14999999999999,59.075,62.89,19.07499999999999,0.25412500000000005
