experiment,method,step,eval_type,eval_accuracy,eval_loss
rankext_no_ortho_step_eval,RankExt,2,current_step,0.488,1.6550439596176147
rankext_no_ortho_step_eval,RankExt,2,first_step,0.003,6.973243236541748
rankext_no_ortho_step_eval,RankExt,2,later_steps,0.488,1.6550439596176147
rankext_no_ortho_step_eval,RankExt,2,all_seen,0.2455,4.31414794921875
rankext_no_ortho_step_eval,RankExt,3,current_step,0.507,1.5986250638961792
rankext_no_ortho_step_eval,RankExt,3,first_step,0.0,7.882351398468018
rankext_no_ortho_step_eval,RankExt,3,later_steps,0.2545,3.973806381225586
rankext_no_ortho_step_eval,RankExt,3,all_seen,0.16966666666666666,5.2766547203063965
rankext_no_ortho_step_eval,RankExt,4,current_step,0.4835,1.6283080577850342
rankext_no_ortho_step_eval,RankExt,4,first_step,0.0,7.161255836486816
rankext_no_ortho_step_eval,RankExt,4,later_steps,0.16183333333333333,5.1396918296813965
rankext_no_ortho_step_eval,RankExt,4,all_seen,0.121375,5.645087718963623
rankext_no_ortho_step_eval,RankExt,5,current_step,0.519,1.5136096477508545
rankext_no_ortho_step_eval,RankExt,5,first_step,0.0,7.527351379394531
rankext_no_ortho_step_eval,RankExt,5,later_steps,0.13225,5.914192199707031
rankext_no_ortho_step_eval,RankExt,5,all_seen,0.1058,6.236824989318848
rankext_ortho_step_eval,RankExt+Ortho,2,current_step,0.4865,1.658380389213562
rankext_ortho_step_eval,RankExt+Ortho,2,first_step,0.003,6.961879730224609
rankext_ortho_step_eval,RankExt+Ortho,2,later_steps,0.4865,1.658380389213562
rankext_ortho_step_eval,RankExt+Ortho,2,all_seen,0.24475,4.310135841369629
rankext_ortho_step_eval,RankExt+Ortho,3,current_step,0.513,1.5539895296096802
rankext_ortho_step_eval,RankExt+Ortho,3,first_step,0.0005,7.660661697387695
rankext_ortho_step_eval,RankExt+Ortho,3,later_steps,0.25725,4.0786638259887695
rankext_ortho_step_eval,RankExt+Ortho,3,all_seen,0.17166666666666666,5.272665023803711
rankext_ortho_step_eval,RankExt+Ortho,4,current_step,0.489,1.5782465934753418
rankext_ortho_step_eval,RankExt+Ortho,4,first_step,0.0,7.350510597229004
rankext_ortho_step_eval,RankExt+Ortho,4,later_steps,0.163,5.369086742401123
rankext_ortho_step_eval,RankExt+Ortho,4,all_seen,0.12225,5.864445209503174
rankext_ortho_step_eval,RankExt+Ortho,5,current_step,0.534,1.4497499465942383
rankext_ortho_step_eval,RankExt+Ortho,5,first_step,0.0,7.656819820404053
rankext_ortho_step_eval,RankExt+Ortho,5,later_steps,0.13425,6.055331230163574
rankext_ortho_step_eval,RankExt+Ortho,5,all_seen,0.1074,6.37562894821167
ft_step_2,full_finetune,2,current_step,0.613,1.2772026062011719
ft_step_2,full_finetune,2,first_step,0.0,7.676558494567871
ft_step_2,full_finetune,2,later_steps_seen_so_far,0.613,1.2772026062011719
ft_step_2,full_finetune,2,all_seen,0.3065,4.476881980895996
ft_step_3,full_finetune,3,current_step,0.6225,1.173087239265442
ft_step_3,full_finetune,3,first_step,0.0,8.690191268920898
ft_step_3,full_finetune,3,later_steps_seen_so_far,0.31125,4.325747013092041
ft_step_3,full_finetune,3,all_seen,0.2075,5.78056526184082
ft_step_4,full_finetune,4,current_step,0.6225,1.2043706178665161
ft_step_4,full_finetune,4,first_step,0.0,8.938279151916504
ft_step_4,full_finetune,4,later_steps_seen_so_far,0.208,5.501776218414307
ft_step_4,full_finetune,4,all_seen,0.156,6.360902786254883
ft_step_5,full_finetune,5,current_step,0.676,1.0307036638259888
ft_step_5,full_finetune,5,first_step,0.0,9.003228187561035
ft_step_5,full_finetune,5,later_steps_seen_so_far,0.17025,6.252121925354004
ft_step_5,full_finetune,5,all_seen,0.1362,6.802342414855957
rankext_no_ortho_final_eval,RankExt,5,first_step,0.0,7.52752685546875
rankext_no_ortho_final_eval,RankExt,5,later_steps,0.132125,5.914213180541992
rankext_no_ortho_final_eval,RankExt,5,all_seen,0.1057,6.236876487731934
rankext_ortho_final_eval,RankExt+Ortho,5,first_step,0.0,7.6567511558532715
rankext_ortho_final_eval,RankExt+Ortho,5,later_steps,0.134125,6.055317401885986
rankext_ortho_final_eval,RankExt+Ortho,5,all_seen,0.1073,6.375603199005127
ft_final_eval,full_finetune,5,first_step,0.0,9.003228187561035
ft_final_eval,full_finetune,5,later_steps,0.17025,6.252121925354004
ft_final_eval,full_finetune,5,all_seen,0.1362,6.802342414855957
joint_final_eval,joint_upper_bound,5,first_step,0.4365,2.1019601821899414
joint_final_eval,joint_upper_bound,5,later_steps,0.458,2.0817465782165527
joint_final_eval,joint_upper_bound,5,all_seen,0.4537,2.0857884883880615
