method,first_step,later_steps,all_seen,old_new_gap
simple_avg,82.0,69.6125,72.09,12.387500000000003
simple_avg_kd_T2,88.9,67.16250000000001,71.50999999999999,21.737499999999997
simple_avg_factor_orth,71.2,76.625,75.53999999999999,-5.424999999999997
simple_avg_factor_orth_kd_T2,85.1,58.3625,63.71,26.737499999999997
rank_extension,41.949999999999996,56.95,53.949999999999996,-15.000000000000007
rank_extension_kd_only_T2,94.69999999999999,38.975,50.12,55.72499999999999
rank_extension_orth_factor_lam_50,66.25,64.625,64.95,1.625
rank_extension_orth_factor_lam_50_kd_T2,95.55,8.9125,26.240000000000002,86.6375
