method,family,base_method,uses_kd,kd_temperature,kd_weight,uses_delta_trace,uses_factor_orth,lambda_orth,uses_replay,uses_zero_old,rank,rank_schedule,target_modules,display_name,supervisor_requested_name,orth_type,lambda_delta_trace,lambda_factor_orth,kd_enabled,replay_per_class,zero_old_merge,rankext_new_rank_per_step,lora_rank_or_current_rank,lora_alpha,internal_method_name,first_step,later_steps,all_seen,old_new_gap,avg_forgetting,old_active_in_forward,backward_transfer,forward_transfer,mean_train_ce_loss,final_train_ce_loss,mean_val_ce_loss,final_val_ce_loss,mean_train_total_loss,final_train_total_loss,mean_val_total_loss,final_val_total_loss,mean_kd_weighted_over_ce,mean_factor_orth_weighted_over_ce,mean_delta_trace_weighted_over_ce,factor_lambda,delta_trace_lambda,delta_vs_simple_avg,rank_extension_minus_simple_avg,rank_all_seen,kd_gain,orth_gain,replay_gain,gap_to_joint_upper_bound
simple_avg,simple_avg,simple_avg,False,0.0,0.0,False,False,0.0,False,False,80,fixed:80,"q_proj, k_proj, v_proj, out_proj",SimpleAvg,simple_avg,none,0.0,0.0,False,0,False,,80,160.0,simple_avg,82.0,69.6125,72.09,12.387500000000003,,,-0.24462500000000004,,0.17534221448049317,0.006613776776001032,0.24008651829107125,0.1360978720189305,0.17534221448049317,0.006613776776001032,,,,,,0.0,0.0,0.0,,2,,,,
simple_avg_kd_T2,simple_avg,simple_avg_kd,True,2.0,1.0,False,False,0.0,False,False,80,fixed:80,"q_proj, k_proj, v_proj, out_proj",SimpleAvg + KD T2,simple_avg_kd_T2,none,0.0,0.0,True,0,False,,80,160.0,simple_avg_kd_T2,88.9,67.16250000000001,71.50999999999999,21.737499999999997,,,-0.20062499999999997,,0.5060458703981852,0.37332266597747804,0.5342117715607915,0.5099902338981629,1.1943229676496607,1.0038937860488892,,,1.3740480633204768,,,0.0,0.0,-0.5800000000000125,,3,-0.5800000000000125,,,
simple_avg_factor_orth,simple_avg,simple_avg_factor_orth,False,0.0,0.0,False,True,50.0,False,False,80,fixed:80,"q_proj, k_proj, v_proj, out_proj",SimpleAvg + FactorOrth,simple_avg_factor_orth_lam_50,factor_orth,0.0,50.0,False,0,False,,80,160.0,simple_avg_factor_orth,71.2,76.625,75.53999999999999,-5.424999999999997,,,-0.218625,,0.2934130174729117,0.008469241715641692,0.19922013940078903,0.11022729206061922,181.66901320254803,0.008815033762215171,,,,155.8718211541713,,50.0,0.0,3.4499999999999886,,1,,3.4499999999999886,,
simple_avg_factor_orth_kd_T2,simple_avg,simple_avg_factor_orth_kd,True,2.0,1.0,False,True,50.0,False,False,80,fixed:80,"q_proj, k_proj, v_proj, out_proj",SimpleAvg + FactorOrth + KD T2,simple_avg_factor_orth_lam_50_kd_T2,factor_orth,0.0,50.0,True,0,False,,80,160.0,simple_avg_factor_orth_kd_T2,85.1,58.3625,63.71,26.737499999999997,,,-0.28287500000000004,,0.6508649500540962,0.40683749351501464,0.5955324570693076,0.5386166996955871,181.61980321737798,1.0806800931930542,,,1.2486443927786115,89.11859629575214,,50.0,0.0,-8.380000000000003,,5,-11.829999999999991,-7.79999999999999,,
rank_extension,rank_extension,rank_extension,False,0.0,0.0,False,False,0.0,False,False,80,16->32->48->64->80,"q_proj, k_proj, v_proj, out_proj",RankExt,rank_extension,none,0.0,0.0,False,0,False,16->16->16->16->16,16->32->48->64->80,160.0,rank_extension,41.949999999999996,56.95,53.949999999999996,-15.000000000000007,0.6793750000000001,True,-0.51225,-0.05,0.28895311694763703,0.006986199612219025,0.21798615066966878,0.1274172832966142,0.28895311694763703,0.006986199612219025,,,,,,0.0,0.0,-18.140000000000008,-18.140000000000008,6,,,,
rank_extension_kd_only_T2,rank_extension,rank_extension_kd_only,True,2.0,1.0,False,False,0.0,False,False,80,16->32->48->64->80,"q_proj, k_proj, v_proj, out_proj",RankExt + KD T2,rank_extension_kd_only_T2,none,0.0,0.0,True,0,False,16->16->16->16->16,16->32->48->64->80,160.0,rank_extension_kd_only_T2,94.69999999999999,38.975,50.12,55.72499999999999,0.24387499999999998,True,-0.3265,-0.05,0.7052214879351202,0.47737358617782594,0.7093920274313642,0.6368981928825378,1.520531395499881,1.3078460739135742,,,1.2555731825238665,,,0.0,0.0,-21.970000000000006,-21.970000000000006,7,-3.8299999999999983,,,
rank_extension_orth_factor_lam_50,rank_extension,rank_extension_orth_factor_lam_50,False,0.0,0.0,False,True,50.0,False,False,80,16->32->48->64->80,"q_proj, k_proj, v_proj, out_proj",RankExt + FactorOrth,rank_extension_orth_factor_lam_50,factor_orth,0.0,50.0,False,0,False,16->16->16->16->16,16->32->48->64->80,160.0,rank_extension_orth_factor_lam_50,66.25,64.625,64.95,1.625,0.752375,True,-0.37375,-0.05,0.6026378864085642,0.0069383914256097344,0.19036083410404606,0.10992264556884401,2.389549233812329,0.006991476845369107,,,,4.566207645245559,,50.0,0.0,-7.140000000000001,-7.140000000000001,4,,11.000000000000007,,
rank_extension_orth_factor_lam_50_kd_T2,rank_extension,rank_extension_orth_factor_lam_50_kd,True,2.0,1.0,False,True,50.0,False,False,80,16->32->48->64->80,"q_proj, k_proj, v_proj, out_proj",RankExt + FactorOrth + KD T2,rank_extension_orth_factor_lam_50_kd_T2,factor_orth,0.0,50.0,True,0,False,16->16->16->16->16,16->32->48->64->80,160.0,rank_extension_orth_factor_lam_50_kd_T2,95.55,8.9125,26.240000000000002,86.6375,0.25412500000000005,True,-0.51325,-0.05,0.8075733373069672,0.48763053340911866,0.7296100482731747,0.647516845703125,3.4570930687560066,1.3124542364120484,,,1.1850578777063205,0.4645735629289366,,50.0,0.0,-45.85,-45.85,8,-38.71,-23.879999999999995,,
