method,first_step,later_steps,all_seen,old_new_gap,min_old_new,avg_old_new,gap_to_joint_all_seen
seq_ft_no_replay,0.0,25.724999999999998,20.580000000000002,-25.724999999999998,0.0,12.862499999999999,65.75
simple_avg_no_replay,56.00000000000001,51.625,52.5,4.375000000000007,51.625,53.8125,33.83
simple_avg_replay,64.2,60.375,61.14000000000001,3.825000000000003,60.375,62.2875,25.18999999999999
do_merging_simple,57.599999999999994,47.2875,49.35,10.312499999999993,47.2875,52.443749999999994,36.98
orthogonal_loss,0.0,23.875,19.1,-23.875,0.0,11.9375,67.22999999999999
rank_extension,0.4,25.9625,20.849999999999998,-25.5625,0.4,13.181249999999999,65.48
joint_upper_bound,86.95,86.175,86.33,0.7750000000000057,86.175,86.5625,0.0
