method,first_step,later_steps,all_seen
seq_ft_no_replay,0.0,25.724999999999998,20.580000000000002
simple_avg_no_replay,56.00000000000001,51.625,52.5
simple_avg_replay,64.2,60.375,61.14000000000001
do_merging_simple,57.599999999999994,47.2875,49.35
orthogonal_loss,0.0,23.875,19.1
rank_extension,0.4,25.9625,20.849999999999998
joint_upper_bound,86.95,86.175,86.33
