method,lambda_orth,kd_weight,kd_temperature,ce_loss_mean,orth_loss,factor_A_penalty_mean,factor_B_penalty_mean,factor_total_penalty_mean,weighted_factor_orth_mean,weighted_factor_orth_over_CE,mean_A_overlap,mean_B_overlap,kd_loss_mean,weighted_kd_loss,kd_over_CE,total_loss_mean
rank_extension_orth_factor_lam_50,50.0,0.0,2.0,1.1421474166568255,0.15468993824424457,0.14826562410674415,0.00642431474293098,0.15468993824424457,7.734496882817391,0.9506305858880911,0.002880664715077042,0.0009330708479692958,0.0,0.0,0.0,8.876644298842274
rank_extension_orth_factor_lam_50_kd,50.0,0.0,2.0,0.553268654782502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.553268654782502
rank_extension_orth_factor_lam_50_kd,50.0,1.0,2.0,1.6073627669204833,0.023642628695896097,0.016067664914028255,0.007574963953864138,0.023642628695896097,1.1821314332829749,0.17135498329443977,0.0025283204174723767,0.0011419013466514244,0.8282064673753045,0.8282064673753045,1.014992583135289,3.6177006720039393
rank_extension_zero_old_merge_orth_factor_lam_50,50.0,0.0,2.0,1.0942605369602172,0.15705688200584664,0.1499144291252292,0.007142451929723528,0.15705688200584664,7.852844089564288,1.0127212896912743,0.002883724463130002,0.0009482547092196008,0.0,0.0,0.0,8.947104624801959
rank_extension_zero_old_merge_orth_factor_lam_50_kd,50.0,0.0,2.0,0.553268654782502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.553268654782502
rank_extension_zero_old_merge_orth_factor_lam_50_kd,50.0,1.0,2.0,1.352498874565666,0.02559000277392357,0.015599087110162953,0.009990915731032519,0.02559000277392357,1.2795001392644885,0.23829181839782393,0.002470792246307068,0.0012315907118616856,0.8600475599027486,0.8600475599027486,1.0305168730761298,3.492046575445102
