class_id,weight_max_abs_diff,bias_abs_diff,row_max_abs_diff
0,0.02461712,0.0074323406,0.02461712
1,0.010393724,0.0038810913,0.010393724
2,0.016408013,0.0077758785,0.016408013
3,0.011239052,0.0048761903,0.011239052
4,0.009301259,0.0031006737,0.009301259
5,0.011305353,0.003424229,0.011305353
6,0.015740247,0.0055715833,0.015740247
7,0.008755266,0.0032590702,0.008755266
8,0.018921532,0.008925481,0.018921532
9,0.021251138,0.007899152,0.021251138
10,0.010416355,0.00426046,0.010416355
11,0.010477463,0.0044092685,0.010477463
12,0.0105347,0.002469536,0.0105347
13,0.0181232,0.0062760115,0.0181232
14,0.017502548,0.0066512004,0.017502548
15,0.01218427,0.0038688798,0.01218427
16,0.013066627,0.0040587853,0.013066627
17,0.013668178,0.0038909987,0.013668178
18,0.011355044,0.0028232709,0.011355044
19,0.015415177,0.004458919,0.015415177
