method,step,orth_loss_type,orth_scale_mode,orth_target_ratio,lambda_orth,effective_lambda_mean,ce_loss_mean,orth_loss_raw_mean,orth_loss_abs_mean,orth_loss_squared_mean,orth_loss_used_mean,orth_contribution_mean,orth_contribution_ratio_mean,orth_contribution_ratio_from_means,mean_delta_norm,mean_previous_weight_norm,mean_cosine_alignment,raw_trace_unnormalized_mean,trace_loss_mean,qr_loss_mean,orth_loss_mean,use_ipc,lambda_ipc,ipc_loss_mean,ipc_protected_layers,total_loss_mean,logged_steps
rank_extension_orth_trace_lam_0.1_normalized_fro,5,trace,normalized_fro,0.0,0.1,0.10000000149011612,0.7351804778897599,-0.0003037465902707,0.0005804099530041491,4.059516208815463e-06,0.0005804099530041491,5.804099635144357e-05,0.0004637046388629874,7.894795645015318e-05,0.4473895783837022,11.844416618347168,-0.0003037465902707,-0.004565030353864034,4.059516208815463e-06,0.13920634102249685,4.059516208815463e-06,False,0.0,0.0,0,0.7352385168832074,2127
rank_extension_orth_trace_lam_0.3_normalized_fro,1,trace,normalized_fro,0.0,0.3,0.30000001192092896,0.5616066074730031,2.7791014150759956e-05,0.00023340643637110404,3.2313130485841425e-06,0.00023340643637110404,7.002193354653612e-05,0.00024407673843041095,0.00012468146317153533,0.47841797804342256,11.775283813476562,2.7791014150759956e-05,0.00026144520071345585,3.2313130485841425e-06,0.0,3.2313130485841425e-06,False,0.0,0.0,0,0.5616766289185223,2127
rank_extension_orth_trace_lam_0.3_normalized_fro,2,trace,normalized_fro,0.0,0.3,0.30000001192092896,0.745791296752675,-6.208326747514329e-06,0.00023019352048731184,3.0454610370502124e-06,0.00023019352048731184,6.905805910512133e-05,0.0002386374454126469,9.259703003482874e-05,0.40811712823929014,11.79743480682373,-6.208326747514329e-06,-0.00017693071156077179,3.0454610370502124e-06,0.1569531958709595,3.0454610370502124e-06,False,0.0,0.0,0,0.745860354544671,2127
rank_extension_orth_trace_lam_0.3_normalized_fro,3,trace,normalized_fro,0.0,0.3,0.30000001192092896,0.7963368529493281,5.145623525035741e-06,0.00020194532672370213,2.4041514577778877e-06,0.00020194532672370213,6.0583600193689784e-05,9.551218727495976e-05,7.607785570806026e-05,0.39343016671140424,11.813446044921875,5.145623525035741e-06,-2.7804472846321725e-05,2.4041514577778877e-06,0.1478310013229319,2.4041514577778877e-06,False,0.0,0.0,0,0.7963974352135246,2127
rank_extension_orth_trace_lam_0.3_normalized_fro,4,trace,normalized_fro,0.0,0.3,0.30000001192092896,0.9337377304979261,-0.00015398250937224836,0.00032484094774663374,2.816922971303272e-06,0.00032484094774663374,9.745228885239289e-05,0.00016218927761351134,0.00010436794580468048,0.3896977115976588,11.828359603881836,-0.00015398250937224836,-0.00133454005904813,2.816922971303272e-06,2.3623410141070122,2.816922971303272e-06,False,0.0,0.0,0,0.9338351844257812,2127
rank_extension_orth_trace_lam_0.3_normalized_fro,5,trace,normalized_fro,0.0,0.3,0.30000001192092896,0.7109117073860312,-0.00021699023448285923,0.0003771948523096544,3.275772047064129e-06,0.0003771948523096544,0.00011315846030168696,0.0008429579722929406,0.00015917371893868804,0.43375552002555495,11.841880798339844,-0.00021699023448285923,-0.0032886478849970175,3.275772047064129e-06,0.13653915543608336,3.275772047064129e-06,False,0.0,0.0,0,0.7110248667480915,2127
rank_extension_orth_trace_lam_1_normalized_fro,1,trace,normalized_fro,0.0,1.0,1.0,0.5607868207134324,7.886121055113715e-06,0.00024659307844121726,3.3000588951659537e-06,0.00024659307844121726,0.00024659307844121726,0.0011332748676875697,0.0004397269503008323,0.45249208133365215,11.775283813476562,7.886121055113715e-06,2.387989995512775e-06,3.3000588951659537e-06,0.0,3.3000588951659537e-06,False,0.0,0.0,0,0.5610334126306781,2127
rank_extension_orth_trace_lam_1_normalized_fro,2,trace,normalized_fro,0.0,1.0,1.0,0.7489695037033393,2.0083446639719773e-06,0.00023852615463062455,3.0593044900044512e-06,0.00023852615463062455,0.00023852615463062455,0.0010066747040670758,0.00031847245241790623,0.39207578485389655,11.795883178710938,2.0083446639719773e-06,-5.9267471834424633e-05,3.0593044900044512e-06,0.15521566617093738,3.0593044900044512e-06,False,0.0,0.0,0,0.7492080303322792,2127
rank_extension_orth_trace_lam_1_normalized_fro,3,trace,normalized_fro,0.0,1.0,1.0,0.7902988667324444,5.910045493124418e-06,0.0002101365337824362,3.032317681289683e-06,0.0002101365337824362,0.0002101365337824362,0.00034586007003754225,0.0002658950210206715,0.37977780929387833,11.811153411865234,5.910045493124418e-06,-1.0804296639324946e-05,3.032317681289683e-06,0.14543004126603692,3.032317681289683e-06,False,0.0,0.0,0,0.7905090032810924,2127
rank_extension_orth_trace_lam_1_normalized_fro,4,trace,normalized_fro,0.0,1.0,1.0,0.9169835916527236,-2.4344380655670466e-05,0.00023462595799753983,3.011379600892277e-06,0.00023462595799753983,0.00023462595799753983,0.0002100961558293783,0.00025586712797626203,0.37679001443258964,11.825404167175293,-2.4344380655670466e-05,-0.0001802118436233375,3.011379600892277e-06,2.363870002543024,3.011379600892277e-06,False,0.0,0.0,0,0.917218217138441,2127
rank_extension_orth_trace_lam_1_normalized_fro,5,trace,normalized_fro,0.0,1.0,1.0,0.7191184314417065,-1.6808891445327243e-05,0.00022983951568788478,2.6505344042053633e-06,0.00022983951568788478,0.00022983951568788478,0.0006854233938874746,0.0003196128838292975,0.40691083446884857,11.839105606079102,-1.6808891445327243e-05,-5.0816673575019765e-05,2.6505344042053633e-06,0.13627496513406268,2.6505344042053633e-06,False,0.0,0.0,0,0.7193482719921364,2127
