loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
6.812772827148438,8.601795196533203,8.510638297872341e-06,0.08880994671403197,50,,,,,,,,,,
6.694852294921875,7.588346481323242,1.7375886524822697e-05,0.17761989342806395,100,,,,,,,,,,
6.5033203125,8.491332054138184,2.624113475177305e-05,0.2664298401420959,150,,,,,,,,,,
6.145801391601562,7.678607940673828,3.5106382978723407e-05,0.3552397868561279,200,,,,,,,,,,
5.594356689453125,9.435361862182617,4.3971631205673764e-05,0.44404973357015987,250,,,,,,,,,,
4.796003723144532,7.1876139640808105,4.999507773385434e-05,0.5328596802841918,300,,,,,,,,,,
3.7950201416015625,6.756687641143799,4.991628857563763e-05,0.6216696269982238,350,,,,,,,,,,
3.133946838378906,5.805295467376709,4.9741710879684156e-05,0.7104795737122558,400,,,,,,,,,,
2.830657653808594,5.870853424072266,4.9472015794996153e-05,0.7992895204262878,450,,,,,,,,,,
2.650815734863281,7.44657564163208,4.91082401412315e-05,0.8880994671403197,500,,,,,,,,,,
2.5491958618164063,7.278439044952393,4.865178242273939e-05,0.9769094138543517,550,,,,,,,,,,
,,,1.0,563,2.4607367515563965,0.351,2.5735,388.577,12.434,,,,,
2.4910678100585937,6.7379536628723145,4.810439745213006e-05,1.0657193605683837,600,,,,,,,,,,
2.359380340576172,6.1339192390441895,4.746818960404801e-05,1.1545293072824157,650,,,,,,,,,,
2.342740020751953,6.616618633270264,4.6745604725083906e-05,1.2433392539964476,700,,,,,,,,,,
2.3041590881347656,6.004745006561279,4.593942073092678e-05,1.3321492007104796,750,,,,,,,,,,
2.235902862548828,6.94739294052124,4.505273692690503e-05,1.4209591474245116,800,,,,,,,,,,
2.1895896911621096,6.426604747772217,4.4088962092972586e-05,1.5097690941385435,850,,,,,,,,,,
2.1656761169433594,5.712888717651367,4.305180137894617e-05,1.5985790408525755,900,,,,,,,,,,
2.1453514099121094,6.224562644958496,4.194524206037419e-05,1.6873889875666075,950,,,,,,,,,,
2.090609130859375,5.481856822967529,4.0773538209797324e-05,1.7761989342806395,1000,,,,,,,,,,
2.096253204345703,7.096113681793213,3.9541194342330904e-05,1.8650088809946714,1050,,,,,,,,,,
2.075161590576172,6.005270004272461,3.8252948098442344e-05,1.9538188277087034,1100,,,,,,,,,,
,,,2.0,1126,2.0193703174591064,0.429,2.568,389.408,12.461,,,,,
2.0660987854003907,5.637163162231445,3.6913752030498025e-05,2.0426287744227354,1150,,,,,,,,,,
