loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
12.075390625,10.37137508392334,3.92e-06,0.08,50,,,,,,,,,,
11.890908203125,11.005205154418945,7.92e-06,0.16,100,,,,,,,,,,
11.2898828125,12.292817115783691,1.1920000000000001e-05,0.24,150,,,,,,,,,,
9.278544921875,15.635313987731934,1.592e-05,0.32,200,,,,,,,,,,
4.90741943359375,7.419753551483154,1.992e-05,0.4,250,,,,,,,,,,
3.40185791015625,6.906634330749512,2.392e-05,0.48,300,,,,,,,,,,
3.010457763671875,8.31482982635498,2.792e-05,0.56,350,,,,,,,,,,
2.833101806640625,6.475891590118408,3.192e-05,0.64,400,,,,,,,,,,
2.666165771484375,6.102810859680176,3.592e-05,0.72,450,,,,,,,,,,
2.54685546875,6.28013801574707,3.9920000000000004e-05,0.8,500,,,,,,,,,,
2.38099609375,8.202439308166504,4.392e-05,0.88,550,,,,,,,,,,
2.23645263671875,7.011037349700928,4.792e-05,0.96,600,,,,,,,,,,
,,,1.0,625,2.131530523300171,0.379,2.2637,883.502,27.83,,,,,
2.0987893676757814,6.045105934143066,4.9997754150313815e-05,1.04,650,,,,,,,,,,
2.033209228515625,6.227811336517334,4.997865155118557e-05,1.12,700,,,,,,,,,,
1.9179496765136719,7.207911491394043,4.9940071350953255e-05,1.2,750,,,,,,,,,,
1.8940953063964843,7.456784248352051,4.988204363329648e-05,1.28,800,,,,,,,,,,
1.8101507568359374,6.510108947753906,4.980461364648398e-05,1.3599999999999999,850,,,,,,,,,,
1.775986328125,6.3634443283081055,4.9707841768090314e-05,1.44,900,,,,,,,,,,
1.7444346618652344,7.577453136444092,4.959180345791528e-05,1.52,950,,,,,,,,,,
1.683352508544922,6.907034397125244,4.9456589199142637e-05,1.6,1000,,,,,,,,,,
1.6984365844726563,5.726114749908447,4.930230442778403e-05,1.6800000000000002,1050,,,,,,,,,,
1.71908447265625,7.242687702178955,4.9129069450463186e-05,1.76,1100,,,,,,,,,,
1.6497515869140624,7.311424255371094,4.893701935060439e-05,1.8399999999999999,1150,,,,,,,,,,
1.5433255004882813,6.043424606323242,4.872630388309849e-05,1.92,1200,,,,,,,,,,
1.6457579040527344,9.794981956481934,4.849708735752859e-05,2.0,1250,,,,,,,,,,
,,,2.0,1250,1.6335419416427612,0.4845,2.2571,886.088,27.912,,,,,
1.6342892456054687,8.674866676330566,4.824954851004633e-05,2.08,1300,,,,,,,,,,
1.61969482421875,7.83650016784668,4.798388036399883e-05,2.16,1350,,,,,,,,,,
1.5231927490234376,7.242194652557373,4.7700290079414896e-05,2.24,1400,,,,,,,,,,
1.5414543151855469,6.445383548736572,4.739899879146785e-05,2.32,1450,,,,,,,,,,
1.5225083923339844,6.909892559051514,4.708024143804097e-05,2.4,1500,,,,,,,,,,
1.510725860595703,7.75906229019165,4.674426657653003e-05,2.48,1550,,,,,,,,,,
1.5073849487304687,6.914567947387695,4.6391336190025644e-05,2.56,1600,,,,,,,,,,
1.5078244018554687,7.411592960357666,4.602172548302684e-05,2.64,1650,,,,,,,,,,
1.4640074157714844,7.576737403869629,4.5635722666844775e-05,2.7199999999999998,1700,,,,,,,,,,
1.4309063720703126,6.653715133666992,4.523362873486427e-05,2.8,1750,,,,,,,,,,
1.5322885131835937,6.002003192901611,4.481575722783821e-05,2.88,1800,,,,,,,,,,
1.4337286376953124,6.865051746368408,4.4382433989397895e-05,2.96,1850,,,,,,,,,,
,,,3.0,1875,1.5111972093582153,0.507,2.2666,882.397,27.796,,,,,
1.4322586059570312,6.941446781158447,4.393399691197e-05,3.04,1900,,,,,,,,,,
1.4296368408203124,8.792306900024414,4.3470795673298206e-05,3.12,1950,,,,,,,,,,
1.377311248779297,7.682040214538574,4.2993191463774997e-05,3.2,2000,,,,,,,,,,
1.38856689453125,8.219618797302246,4.250155670479628e-05,3.2800000000000002,2050,,,,,,,,,,
1.4821705627441406,6.133533000946045,4.19962747583584e-05,3.36,2100,,,,,,,,,,
1.3794320678710938,9.20825481414795,4.1477739628123934e-05,3.44,2150,,,,,,,,,,
1.3958810424804688,9.092942237854004,4.094635565218955e-05,3.52,2200,,,,,,,,,,
1.406591796875,6.593174934387207,4.0402537187795274e-05,3.6,2250,,,,,,,,,,
1.3994290161132812,10.953038215637207,3.984670828822118e-05,3.68,2300,,,,,,,,,,
1.4638021850585938,8.215739250183105,3.927930237212345e-05,3.76,2350,,,,,,,,,,
1.3713214111328125,7.735914707183838,3.870076188556746e-05,3.84,2400,,,,,,,,,,
1.4219406127929688,9.683478355407715,3.811153795702174e-05,3.92,2450,,,,,,,,,,
1.3839569091796875,8.220000267028809,3.751209004558149e-05,4.0,2500,,,,,,,,,,
,,,4.0,2500,1.4572248458862305,0.528,2.2658,882.683,27.805,,,,,
1.3808566284179689,6.440518856048584,3.690288558269623e-05,4.08,2550,,,,,,,,,,
1.3768089294433594,8.645852088928223,3.628439960768082e-05,4.16,2600,,,,,,,,,,
