method,first_step,later_steps,all_seen,old_new_gap
simple_avg,66.8,49.575,53.02,17.224999999999994
rank_extension,0.0,24.224999999999998,19.38,-24.224999999999998
rank_extension_orth_factor_lam_50,10.35,40.362500000000004,34.36,-30.012500000000003
rank_extension_orth_factor_lam_50_oldactive_true,10.35,40.362500000000004,34.36,-30.012500000000003
rank_extension_orth_factor_lam_50_oldactive_false,0.0,30.175,24.14,-30.175
rank_extension_orth_factor_lam_50_kd_oldactive_true,74.8,65.975,67.74,8.825000000000003
rank_extension_orth_factor_lam_50_kd_oldactive_false,4.15,57.975,47.21,-53.825
