method,first_step,later_steps,all_seen
rank_extension,2.45,25.4875,20.880000000000003
rank_extension_orth_trace_lam_0.03_normalized_fro,0.05,24.55,19.650000000000002
rank_extension_orth_trace_lam_0.05_normalized_fro,0.1,24.375,19.52
rank_extension_orth_trace_lam_0.1_normalized_fro,0.2,25.3125,20.29
rank_extension_orth_trace_lam_0.3_normalized_fro,0.35000000000000003,24.675,19.81
rank_extension_orth_trace_lam_1_normalized_fro,0.2,25.4625,20.41
