method,first_step,later_steps,all_seen,old_new_gap
simple_avg,82.0,69.6125,72.09,12.387500000000003
simple_avg_kd_T2,88.9,67.16250000000001,71.50999999999999,21.737499999999997
simple_avg_factor_orth,71.2,76.625,75.53999999999999,-5.424999999999997
simple_avg_factor_orth_kd_T2,77.75,68.2875,70.17999999999999,9.462500000000006
rank_extension,0.8999999999999999,29.6375,23.89,-28.7375
rank_extension_kd_only_T2,49.85,58.925000000000004,57.11000000000001,-9.075000000000003
rank_extension_orth_factor_lam_50,2.1999999999999997,37.012499999999996,30.049999999999997,-34.81249999999999
rank_extension_orth_factor_lam_50_kd_T2,60.3,64.3375,63.53,-4.0375000000000085
