method,display_name,supervisor_requested_name,family,base_method,uses_kd,kd_temperature,kd_weight,uses_delta_trace,uses_factor_orth,lambda_orth,lambda_delta_trace,lambda_factor_orth,uses_replay,uses_zero_old,rank,rank_schedule,target_modules,first_step,later_steps,all_seen,old_new_gap,avg_forgetting
simple_avg,SimpleAvg,simple_avg,simple_avg,simple_avg,False,0.0,0.0,False,False,0.0,0.0,0.0,False,False,80,fixed:80,"q_proj, k_proj, v_proj, out_proj",82.0,69.6125,72.09,12.387500000000003,
simple_avg_kd_T2,SimpleAvg + KD T2,simple_avg_kd_T2,simple_avg,simple_avg_kd,True,2.0,1.0,False,False,0.0,0.0,0.0,False,False,80,fixed:80,"q_proj, k_proj, v_proj, out_proj",88.9,67.16250000000001,71.50999999999999,21.737499999999997,
simple_avg_factor_orth,SimpleAvg + FactorOrth,simple_avg_factor_orth_lam_50,simple_avg,simple_avg_factor_orth,False,0.0,0.0,False,True,50.0,0.0,50.0,False,False,80,fixed:80,"q_proj, k_proj, v_proj, out_proj",71.2,76.625,75.53999999999999,-5.424999999999997,
simple_avg_factor_orth_kd_T2,SimpleAvg + FactorOrth + KD T2,simple_avg_factor_orth_lam_50_kd_T2,simple_avg,simple_avg_factor_orth_kd,True,2.0,0.5,False,True,15.0,0.0,15.0,False,False,80,fixed:80,"q_proj, k_proj, v_proj, out_proj",77.75,68.2875,70.17999999999999,9.462500000000006,
rank_extension,RankExt,rank_extension,rank_extension,rank_extension,False,0.0,0.0,False,False,0.0,0.0,0.0,False,False,80,32->64->96->128->160,"q_proj, v_proj",0.8999999999999999,29.6375,23.89,-28.7375,0.8892500000000001
rank_extension_kd_only_T2,RankExt + KD T2,rank_extension_kd_only_T2,rank_extension,rank_extension_kd_only,True,2.0,1.0,False,False,0.0,0.0,0.0,False,False,80,32->64->96->128->160,"q_proj, v_proj",49.85,58.925000000000004,57.11000000000001,-9.075000000000003,0.39525000000000005
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,rank_extension_orth_factor_lam_50,rank_extension,rank_extension_orth_factor_lam_50,False,0.0,0.0,False,True,50.0,0.0,50.0,False,False,80,32->64->96->128->160,"q_proj, v_proj",2.1999999999999997,37.012499999999996,30.049999999999997,-34.81249999999999,0.8147500000000001
rank_extension_orth_factor_lam_50_kd_T2,RankExt + FactorOrth + KD T2,rank_extension_orth_factor_lam_50_kd_T2,rank_extension,rank_extension_orth_factor_lam_50_kd,True,2.0,1.0,False,True,50.0,0.0,50.0,False,False,80,32->64->96->128->160,"q_proj, v_proj",60.3,64.3375,63.53,-4.0375000000000085,0.29312499999999997
