method_name,display_name,step_id,epoch,train_ce_loss,val_ce_loss
rank_extension,RankExt,1,1,2.156518216853056,0.3929214172363281
rank_extension,RankExt,1,2,0.21415291645518336,0.20261816788464784
rank_extension,RankExt,1,3,0.13075035411833985,0.19677392006665467
rank_extension,RankExt,1,4,0.08382769388005473,0.2196961631765589
rank_extension,RankExt,1,5,0.05976072034080986,0.24027304483950138
rank_extension,RankExt,1,6,0.041291222474766805,0.22129068280011416
rank_extension,RankExt,1,7,0.02674027763585728,0.22774540543556213
rank_extension,RankExt,1,8,0.02388574212391624,0.23008336806483567
rank_extension,RankExt,1,9,0.02375262245181948,0.2266465032119304
rank_extension,RankExt,2,1,3.1846834524563605,0.4742408752441406
rank_extension,RankExt,2,2,0.23393374124511343,0.23611145782470702
rank_extension,RankExt,2,3,0.11483950841003937,0.19957117080502212
rank_extension,RankExt,2,4,0.0750932839023499,0.2660748720150441
rank_extension,RankExt,2,5,0.04695598353921879,0.22314282296597956
rank_extension,RankExt,2,6,0.0272607024362097,0.21061689402163028
rank_extension,RankExt,2,7,0.01712473938394277,0.2339194252640009
rank_extension,RankExt,2,8,0.014679528967230238,0.21887592102587222
rank_extension,RankExt,2,9,0.01824226293377578,0.2242128884792328
rank_extension,RankExt,3,1,3.077149912251583,0.39196252393722536
rank_extension,RankExt,3,2,0.27896146862233273,0.20066061973571778
rank_extension,RankExt,3,3,0.17272635076622495,0.165483380317688
rank_extension,RankExt,3,4,0.12327440338300877,0.16848612642288208
rank_extension,RankExt,3,5,0.09270252526478201,0.15470705151557923
rank_extension,RankExt,3,6,0.07086471973872575,0.2108138999938965
rank_extension,RankExt,3,7,0.05586266966506106,0.17590581488609314
rank_extension,RankExt,3,8,0.04441472406758637,0.16922400903701781
rank_extension,RankExt,3,9,0.04100689202342182,0.17566635513305665
rank_extension,RankExt,4,1,3.534522008632482,0.6709017331600189
rank_extension,RankExt,4,2,0.4030592182620627,0.30662261581420897
rank_extension,RankExt,4,3,0.21439345522982176,0.28524995982646945
rank_extension,RankExt,4,4,0.147116127317069,0.2790680274963379
rank_extension,RankExt,4,5,0.10233300496503467,0.2613984370082617
rank_extension,RankExt,4,6,0.07350862444908984,0.2741270301332697
rank_extension,RankExt,4,7,0.05149585757076313,0.2776663205605
rank_extension,RankExt,4,8,0.03968726974858551,0.2850565903224051
rank_extension,RankExt,4,9,0.04037189043350518,0.2823898119945079
rank_extension,RankExt,5,1,3.4729732490600425,0.5048506467342376
rank_extension,RankExt,5,2,0.2490709394277608,0.1581150226742029
rank_extension,RankExt,5,3,0.11893550709851819,0.17101680564507843
rank_extension,RankExt,5,4,0.07465426940432765,0.16868205714412032
rank_extension,RankExt,5,5,0.04049867193508496,0.1319044680595398
rank_extension,RankExt,5,6,0.02565390443396907,0.14698470998182891
rank_extension,RankExt,5,7,0.015923654192821962,0.11599572229478508
rank_extension,RankExt,5,8,0.012181676246729663,0.11654903102014214
rank_extension,RankExt,5,9,0.012366951101575978,0.11509435248328373
rank_extension_kd_only_T2,RankExt + KD T2,1,1,2.156518216853056,0.3929214172363281
rank_extension_kd_only_T2,RankExt + KD T2,1,2,0.21415291645518336,0.20261816788464784
rank_extension_kd_only_T2,RankExt + KD T2,1,3,0.13075035411833985,0.19677392006665467
rank_extension_kd_only_T2,RankExt + KD T2,1,4,0.08382769388005473,0.2196961631765589
rank_extension_kd_only_T2,RankExt + KD T2,1,5,0.05976072034080986,0.24027304483950138
rank_extension_kd_only_T2,RankExt + KD T2,1,6,0.041291222474766805,0.22129068280011416
rank_extension_kd_only_T2,RankExt + KD T2,1,7,0.02674027763585728,0.22774540543556213
rank_extension_kd_only_T2,RankExt + KD T2,1,8,0.02388574212391624,0.23008336806483567
rank_extension_kd_only_T2,RankExt + KD T2,1,9,0.02375262245181948,0.2266465032119304
rank_extension_kd_only_T2,RankExt + KD T2,2,1,3.6767609694975683,1.218939697265625
rank_extension_kd_only_T2,RankExt + KD T2,2,2,0.9412080538077433,1.066043701648712
rank_extension_kd_only_T2,RankExt + KD T2,2,3,0.8239693576195201,0.9648001713752746
rank_extension_kd_only_T2,RankExt + KD T2,2,4,0.775687031374603,0.9582517094612122
rank_extension_kd_only_T2,RankExt + KD T2,2,5,0.7390517362805663,0.8919864497184753
rank_extension_kd_only_T2,RankExt + KD T2,2,6,0.7209778186727742,0.91238818359375
rank_extension_kd_only_T2,RankExt + KD T2,2,7,0.7020246161789191,0.925388916015625
rank_extension_kd_only_T2,RankExt + KD T2,2,8,0.6977841611768378,0.92150390625
rank_extension_kd_only_T2,RankExt + KD T2,2,9,0.6997721089363098,0.9272528080940247
rank_extension_kd_only_T2,RankExt + KD T2,3,1,3.1826584362554473,0.9799672870635986
rank_extension_kd_only_T2,RankExt + KD T2,3,2,0.8541550015816923,0.817302978515625
rank_extension_kd_only_T2,RankExt + KD T2,3,3,0.7469426055912112,0.75033544921875
rank_extension_kd_only_T2,RankExt + KD T2,3,4,0.6874242773798646,0.7554814434051513
rank_extension_kd_only_T2,RankExt + KD T2,3,5,0.6551692140884087,0.7374279766082764
rank_extension_kd_only_T2,RankExt + KD T2,3,6,0.6305052960505251,0.74325537109375
rank_extension_kd_only_T2,RankExt + KD T2,3,7,0.6131395600369719,0.735608154296875
rank_extension_kd_only_T2,RankExt + KD T2,3,8,0.6027719582690567,0.7286113262176513
rank_extension_kd_only_T2,RankExt + KD T2,3,9,0.6005668961524964,0.7384003915786743
rank_extension_kd_only_T2,RankExt + KD T2,4,1,3.300035552580501,0.95509326171875
rank_extension_kd_only_T2,RankExt + KD T2,4,2,0.8694074734312589,0.7973092041015625
rank_extension_kd_only_T2,RankExt + KD T2,4,3,0.7112406579685993,0.7583212890625
rank_extension_kd_only_T2,RankExt + KD T2,4,4,0.6559928326333155,0.8003129873275757
rank_extension_kd_only_T2,RankExt + KD T2,4,5,0.6071014466832896,0.7359169921875
rank_extension_kd_only_T2,RankExt + KD T2,4,6,0.5848124342863676,0.7592991943359375
rank_extension_kd_only_T2,RankExt + KD T2,4,7,0.5665601307251414,0.7517314450740814
rank_extension_kd_only_T2,RankExt + KD T2,4,8,0.5514831055383214,0.7495312504768371
rank_extension_kd_only_T2,RankExt + KD T2,4,9,0.5498008813381196,0.7545551755428315
rank_extension_kd_only_T2,RankExt + KD T2,5,1,2.9893102630265607,0.823739501953125
rank_extension_kd_only_T2,RankExt + KD T2,5,2,0.6548463339688348,0.6080219721794129
rank_extension_kd_only_T2,RankExt + KD T2,5,3,0.5638874408651571,0.620696044921875
rank_extension_kd_only_T2,RankExt + KD T2,5,4,0.5261050632254022,0.5945187990665436
rank_extension_kd_only_T2,RankExt + KD T2,5,5,0.5011349657519919,0.6044555654525757
rank_extension_kd_only_T2,RankExt + KD T2,5,6,0.48593013535757534,0.611963134765625
rank_extension_kd_only_T2,RankExt + KD T2,5,7,0.4768917721803071,0.6176452641487121
rank_extension_kd_only_T2,RankExt + KD T2,5,8,0.47135999735261574,0.6164708256721496
rank_extension_kd_only_T2,RankExt + KD T2,5,9,0.4695477071285248,0.6120986325740814
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,1,1,2.156518216853056,0.3929214172363281
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,1,2,0.21415291645518336,0.20261816788464784
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,1,3,0.13075035411833985,0.19677392006665467
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,1,4,0.08382769388005473,0.2196961631765589
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,1,5,0.05976072034080986,0.24027304483950138
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,1,6,0.041291222474766805,0.22129068280011416
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,1,7,0.02674027763585728,0.22774540543556213
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,1,8,0.02388574212391624,0.23008336806483567
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,1,9,0.02375262245181948,0.2266465032119304
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,2,1,5.228813584229365,0.49872329711914065
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,2,2,0.2240758407250291,0.2204216556251049
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,2,3,0.11332123912489195,0.19931473302468658
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,2,4,0.07244712625607298,0.16887902831844986
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,2,5,0.04798976710432621,0.17550767635554076
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,2,6,0.028080828559058184,0.17361592200398446
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,2,7,0.019022102779174436,0.21189408873021603
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,2,8,0.016820079410834177,0.19560695980489254
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,2,9,0.019719929656013848,0.19915608931332826
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,3,1,5.803728132171834,0.5251496591567993
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,3,2,0.30978516034904074,0.23263921546936034
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,3,3,0.18787933638105628,0.18435333347320557
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,3,4,0.1379865305467707,0.17094935607910156
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,3,5,0.10604376350147802,0.148820116519928
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,3,6,0.08690968683508576,0.17488789224624635
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,3,7,0.0695660620439248,0.15183512711524963
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,3,8,0.058999081295685936,0.14851765704154968
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,3,9,0.05715214717537165,0.1527718324661255
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,4,1,8.181294131005844,1.0957218313217163
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,4,2,0.4769097288032291,0.3199486694484949
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,4,3,0.2440088938952225,0.2651997537463903
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,4,4,0.17669645981924212,0.2611758890077472
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,4,5,0.12916088667545528,0.24278335904702544
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,4,6,0.10415969616580815,0.21407831621542572
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,4,7,0.07949413365272225,0.20963705039024352
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,4,8,0.06819172730310591,0.21721756816096605
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,4,9,0.06667226423919201,0.21335377574153244
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,5,1,7.083728147070069,0.9217948760986329
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,5,2,0.25939109358386914,0.15473673337697982
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,5,3,0.1201185712285462,0.12352278994023799
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,5,4,0.08405701635695505,0.11172478866949677
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,5,5,0.06621434428523004,0.11026559924893081
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,5,6,0.04937903076585871,0.10449176788143813
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,5,7,0.03736076302345476,0.1077200558166951
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,5,8,0.028933823919000075,0.10417095565795899
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,5,9,0.02871997968927026,0.10409600782580673
rank_extension_orth_factor_lam_50_kd_T2,RankExt + FactorOrth + KD T2,1,1,2.156518216853056,0.3929214172363281
rank_extension_orth_factor_lam_50_kd_T2,RankExt + FactorOrth + KD T2,1,2,0.21415291645518336,0.20261816788464784
rank_extension_orth_factor_lam_50_kd_T2,RankExt + FactorOrth + KD T2,1,3,0.13075035411833985,0.19677392006665467
rank_extension_orth_factor_lam_50_kd_T2,RankExt + FactorOrth + KD T2,1,4,0.08382769388005473,0.2196961631765589
rank_extension_orth_factor_lam_50_kd_T2,RankExt + FactorOrth + KD T2,1,5,0.05976072034080986,0.24027304483950138
rank_extension_orth_factor_lam_50_kd_T2,RankExt + FactorOrth + KD T2,1,6,0.041291222474766805,0.22129068280011416
rank_extension_orth_factor_lam_50_kd_T2,RankExt + FactorOrth + KD T2,1,7,0.02674027763585728,0.22774540543556213
rank_extension_orth_factor_lam_50_kd_T2,RankExt + FactorOrth + KD T2,1,8,0.02388574212391624,0.23008336806483567
rank_extension_orth_factor_lam_50_kd_T2,RankExt + FactorOrth + KD T2,1,9,0.02375262245181948,0.2266465032119304
rank_extension_orth_factor_lam_50_kd_T2,RankExt + FactorOrth + KD T2,2,1,5.644264547407334,1.2987834463119508
rank_extension_orth_factor_lam_50_kd_T2,RankExt + FactorOrth + KD T2,2,2,1.0167151773562197,1.0555766611099242
rank_extension_orth_factor_lam_50_kd_T2,RankExt + FactorOrth + KD T2,2,3,0.8577700824034019,1.0124193105697632
rank_extension_orth_factor_lam_50_kd_T2,RankExt + FactorOrth + KD T2,2,4,0.7988102013947533,0.9782192387580871
rank_extension_orth_factor_lam_50_kd_T2,RankExt + FactorOrth + KD T2,2,5,0.7600212873005476,0.9228679208755494
rank_extension_orth_factor_lam_50_kd_T2,RankExt + FactorOrth + KD T2,2,6,0.7394457588430311,0.9328415517807007
rank_extension_orth_factor_lam_50_kd_T2,RankExt + FactorOrth + KD T2,2,7,0.7237879493197457,0.9445468740463256
rank_extension_orth_factor_lam_50_kd_T2,RankExt + FactorOrth + KD T2,2,8,0.7174349629488148,0.9428564443588257
rank_extension_orth_factor_lam_50_kd_T2,RankExt + FactorOrth + KD T2,2,9,0.7190768462181091,0.9436643075942993
rank_extension_orth_factor_lam_50_kd_T2,RankExt + FactorOrth + KD T2,3,1,4.925937175945838,1.191159912109375
rank_extension_orth_factor_lam_50_kd_T2,RankExt + FactorOrth + KD T2,3,2,0.9796633631479544,0.9038018798828125
rank_extension_orth_factor_lam_50_kd_T2,RankExt + FactorOrth + KD T2,3,3,0.8371647567534056,0.8080178241729736
rank_extension_orth_factor_lam_50_kd_T2,RankExt + FactorOrth + KD T2,3,4,0.7593137221258195,0.8015624980926513
rank_extension_orth_factor_lam_50_kd_T2,RankExt + FactorOrth + KD T2,3,5,0.716340901812569,0.7635756855010987
rank_extension_orth_factor_lam_50_kd_T2,RankExt + FactorOrth + KD T2,3,6,0.6849390034792853,0.7913710947036743
rank_extension_orth_factor_lam_50_kd_T2,RankExt + FactorOrth + KD T2,3,7,0.6668853151016548,0.7645451650619507
