method,step,orth_loss_type,orth_scale_mode,orth_target_ratio,lambda_orth,effective_lambda_mean,ce_loss_mean,orth_loss_raw_mean,orth_loss_abs_mean,orth_loss_squared_mean,orth_loss_used_mean,orth_contribution_mean,orth_contribution_ratio_mean,orth_contribution_ratio_from_means,mean_delta_norm,mean_previous_weight_norm,mean_cosine_alignment,raw_trace_unnormalized_mean,trace_loss_mean,qr_loss_mean,orth_loss_mean,use_ipc,lambda_ipc,ipc_loss_mean,ipc_protected_layers,total_loss_mean,logged_steps
rank_extension_orth_trace_lam_1_auto_ratio_tr_0.002,1,trace,auto_ratio,0.002,1.0,4.8281980939682345,0.5561585593627101,-1.052500913119568e-05,0.0003866513819783159,3.613693359043399e-06,0.0003866513819783159,0.0011034259537015898,0.0019981195139558068,0.0019840132550795974,0.4009546020074457,11.775283813476562,-1.052500913119568e-05,-3.0032057657952726e-05,3.613693359043399e-06,0.0,3.613693359043399e-06,False,0.0,0.0,0,0.5572619845246266,2127
rank_extension_orth_trace_lam_1_auto_ratio_tr_0.002,2,trace,auto_ratio,0.002,1.0,70.99767586554269,0.7369933309384674,-5.113149262164677e-06,0.0002741626835526514,2.7368055988069674e-06,0.0002741626835526514,0.0014415703172395197,0.0019237276509795015,0.0019560154165898123,0.3491193723735449,11.792235374450684,-5.113149262164677e-06,-1.256263051213178e-05,2.7368055988069674e-06,0.14748261371898047,2.7368055988069674e-06,False,0.0,0.0,0,0.7384349003175408,2127
rank_extension_orth_trace_lam_1_auto_ratio_tr_0.002,3,trace,auto_ratio,0.002,1.0,80.06812674369003,0.7848828276334708,-8.484923954913393e-06,0.00026203370949366066,3.1637097980871606e-06,0.00026203370949366066,0.0015319510280742278,0.001910682477644038,0.0019518213090395542,0.3455030717602318,11.804519653320312,-8.484923954913393e-06,-8.277049489842524e-06,3.1637097980871606e-06,0.13695113057884523,3.1637097980871606e-06,False,0.0,0.0,0,0.7864147800559,2127
rank_extension_orth_trace_lam_1_auto_ratio_tr_0.002,4,trace,auto_ratio,0.002,1.0,89.67446385918787,0.9091466731121689,7.012321871786113e-06,0.0002671026895929908,3.0096034147128107e-06,0.0002671026895929908,0.0017665159939326206,0.0018804989129157597,0.0019430484059140048,0.34976971494341147,11.81634521484375,7.012321871786113e-06,-2.9069403272571155e-06,3.0096034147128107e-06,2.3922110289881697,3.0096034147128107e-06,False,0.0,0.0,0,0.9109131868641437,2127
rank_extension_orth_trace_lam_1_auto_ratio_tr_0.002,5,trace,auto_ratio,0.002,1.0,73.88432439594241,0.7158305695990638,8.894174913919194e-06,0.0002876749693168319,4.067284764767293e-06,0.0002876749693168319,0.0014037082128184825,0.0019245562647548973,0.0019609503595308855,0.35259691536622395,11.82837200164795,8.894174913919194e-06,-5.704721564243259e-06,4.067284764767293e-06,0.13193866939795762,4.067284764767293e-06,False,0.0,0.0,0,0.7172342777295108,2127
rank_extension_orth_trace_lam_1_auto_ratio_tr_0.005,1,trace,auto_ratio,0.005,1.0,87.8128690690268,0.551276476564237,1.2201818882716965e-05,0.00036925405119887447,3.584778252750336e-06,0.00036925405119887447,0.0026832300961920157,0.004718964308307057,0.004867303812625777,0.37832979802791694,11.775283813476562,1.2201818882716965e-05,1.8808638542805447e-05,3.584778252750336e-06,0.0,3.584778252750336e-06,False,0.0,0.0,0,0.5539597061007986,2127
rank_extension_orth_trace_lam_1_auto_ratio_tr_0.005,2,trace,auto_ratio,0.005,1.0,87.26794795302449,0.7553228104568503,-9.523283671661878e-06,0.00029165090389109046,2.745549413465438e-06,0.00029165090389109046,0.0036882332753215737,0.00473525071818446,0.0048829893977262225,0.3344093600773117,11.789801597595215,-9.523283671661878e-06,5.409712071240002e-07,2.745549413465438e-06,0.1427137580874048,2.745549413465438e-06,False,0.0,0.0,0,0.7590110437619642,2127
rank_extension_orth_trace_lam_1_auto_ratio_tr_0.005,3,trace,auto_ratio,0.005,1.0,97.72798994210162,0.797185770827501,-1.5564505925060098e-06,0.0002878785321776611,2.6602809411192194e-06,0.0002878785321776611,0.0038764027280101354,0.004681984956612123,0.004862609030246892,0.32940705268916,11.800680160522461,-1.5564505925060098e-06,-4.799101022467579e-06,2.6602809411192194e-06,0.13352382913070718,2.6602809411192194e-06,False,0.0,0.0,0,0.8010621739467795,2127
rank_extension_orth_trace_lam_1_auto_ratio_tr_0.005,4,trace,auto_ratio,0.005,1.0,107.16939733033456,0.8884846429674627,7.286182250126228e-07,0.0003183937572900857,3.364411419007847e-06,0.0003183937572900857,0.004318077575596838,0.004682510622304701,0.004860047508727701,0.3364872182775143,11.810663223266602,7.286182250126228e-07,4.3858646982946415e-06,3.364411419007847e-06,2.4105068152086466,3.364411419007847e-06,False,0.0,0.0,0,0.8928027195259614,2127
rank_extension_orth_trace_lam_1_auto_ratio_tr_0.005,5,trace,auto_ratio,0.005,1.0,86.69165602583503,0.7147260910757394,-4.983149273234411e-06,0.00032418373663605144,3.55507743142145e-06,0.00032418373663605144,0.003500886310555355,0.004733108690341355,0.004898220946833137,0.3412189684475352,11.821162223815918,-4.983149273234411e-06,-4.3691641435809227e-07,3.55507743142145e-06,0.12778295815817672,3.55507743142145e-06,False,0.0,0.0,0,0.7182269779453864,2127
rank_extension_orth_trace_lam_1_auto_ratio_tr_0.01,1,trace,auto_ratio,0.01,1.0,102.80325917940942,0.554850288705754,3.293203840535282e-06,0.00038331728310859173,3.5753266626463258e-06,0.00038331728310859173,0.005388803028874748,0.009344617588135883,0.00971217486692616,0.36277722766773224,11.775283813476562,3.293203840535282e-06,8.261036775470648e-06,3.5753266626463258e-06,0.0,3.5753266626463258e-06,False,0.0,0.0,0,0.5602390916150441,2127
rank_extension_orth_trace_lam_1_auto_ratio_tr_0.01,2,trace,auto_ratio,0.01,1.0,106.70431796804974,0.7922024424641021,-1.2099644625953323e-06,0.0003114779360283987,3.2395718651077843e-06,0.0003114779360283987,0.007736791404506065,0.009359637436836207,0.00976617969068765,0.33037202500850543,11.787908554077148,-1.2099644625953323e-06,-9.959833609696671e-06,3.2395718651077843e-06,0.13677420038738664,3.2395718651077843e-06,False,0.0,0.0,0,0.7999392343573596,2127
rank_extension_orth_trace_lam_1_auto_ratio_tr_0.01,3,trace,auto_ratio,0.01,1.0,123.46002894157975,0.8234513722286574,1.6414147001261827e-06,0.00031770494494130113,2.7309013628952033e-06,0.00031770494494130113,0.008000330137502999,0.009288102201571875,0.009715607268769542,0.3215210594738898,11.797961235046387,1.6414147001261827e-06,1.8855500895614138e-06,2.7309013628952033e-06,0.13114272389730827,2.7309013628952033e-06,False,0.0,0.0,0,0.8314517038034955,2127
rank_extension_orth_trace_lam_1_auto_ratio_tr_0.01,4,trace,auto_ratio,0.01,1.0,129.73170155026176,0.9245409432239918,8.63564100546433e-06,0.0003580162507920753,3.411238012824981e-06,0.0003580162507920753,0.008987682762227221,0.009282205787714142,0.009721238229738131,0.32428231731412416,11.807126998901367,8.63564100546433e-06,-5.80546167651419e-06,3.411238012824981e-06,2.423324558731531,3.411238012824981e-06,False,0.0,0.0,0,0.9335286248480568,2127
rank_extension_orth_trace_lam_1_auto_ratio_tr_0.01,5,trace,auto_ratio,0.01,1.0,103.4030158054285,0.7551735796570274,-5.888579357760475e-06,0.0003121705769666925,2.845838450646376e-06,0.0003121705769666925,0.007397237918802636,0.00937802246334116,0.009795414085013667,0.33606807583814335,11.816442489624023,-5.888579357760475e-06,-9.508575509162212e-06,2.845838450646376e-06,0.12438484840007472,2.845838450646376e-06,False,0.0,0.0,0,0.7625708167227077,2127
rank_extension_orth_trace_lam_1_auto_ratio_tr_0.02,1,trace,auto_ratio,0.02,1.0,131.60720808926635,0.5710193701176,9.451444658524231e-06,0.0003690445652468583,3.5560971460876876e-06,0.0003690445652468583,0.011057404433557088,0.018506717376813454,0.01936432459599373,0.3486664792807665,11.775283813476562,9.451444658524231e-06,1.300639196565872e-05,3.5560971460876876e-06,0.0,3.5560971460876876e-06,False,0.0,0.0,0,0.5820767765569833,2127
rank_extension_orth_trace_lam_1_auto_ratio_tr_0.02,2,trace,auto_ratio,0.02,1.0,138.07448027085744,0.839511746103684,-3.904459697411136e-06,0.00033592083335515894,3.2530096392497688e-06,0.00033592083335515894,0.016404684006391414,0.01861144622400116,0.019540743869908107,0.3220535649872643,11.786017417907715,-3.904459697411136e-06,-1.9330130644727813e-05,3.2530096392497688e-06,0.12897803803593214,3.2530096392497688e-06,False,0.0,0.0,0,0.8559164302434543,2127
rank_extension_orth_trace_lam_1_auto_ratio_tr_0.02,3,trace,auto_ratio,0.02,1.0,157.2550491686432,0.8916343508133263,-1.0197865222829222e-05,0.00033041315598157336,2.7412087578188805e-06,0.00033041315598157336,0.017321357391984073,0.018340913948271875,0.019426525431847672,0.3135502680676466,11.794929504394531,-1.0197865222829222e-05,-5.867853265081437e-06,2.7412087578188805e-06,0.12446180192668728,2.7412087578188805e-06,False,0.0,0.0,0,0.9089557083041617,2127
rank_extension_orth_trace_lam_1_auto_ratio_tr_0.02,4,trace,auto_ratio,0.02,1.0,177.63236695682156,1.0150146616362719,2.2072496683702262e-05,0.0003836768017587833,4.000648368645092e-06,0.0003836768017587833,0.01968113053027002,0.01823705223735951,0.01938999629674582,0.32032486155288986,11.803019523620605,2.2072496683702262e-05,-1.108887150738173e-06,4.000648368645092e-06,2.4344351364515955,4.000648368645092e-06,False,0.0,0.0,0,1.0346957907627097,2127
rank_extension_orth_trace_lam_1_auto_ratio_tr_0.02,5,trace,auto_ratio,0.02,1.0,128.18718997834992,0.8371210177851552,5.638789761117675e-06,0.0003571812703655385,2.936091690438886e-06,0.0003571812703655385,0.016422315090270888,0.01859955796087691,0.01961761172084874,0.3359524878146892,11.811532974243164,5.638789761117675e-06,5.2139517948181625e-06,2.936091690438886e-06,0.11838477524194461,2.936091690438886e-06,False,0.0,0.0,0,0.8535433324963752,2127
