loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
3.8456982421875,4.549428462982178,2.352e-06,0.04,50,,,,,,,,,,
3.62712158203125,4.810102462768555,4.752e-06,0.08,100,,,,,,,,,,
3.2384130859375,4.702685832977295,7.152e-06,0.12,150,,,,,,,,,,
2.94025634765625,5.165917873382568,9.552000000000001e-06,0.16,200,,,,,,,,,,
2.655503234863281,6.460294723510742,1.1952e-05,0.2,250,,,,,,,,,,
2.647178955078125,6.093786239624023,1.4352e-05,0.24,300,,,,,,,,,,
2.497618408203125,6.864686965942383,1.6752e-05,0.28,350,,,,,,,,,,
2.4327886962890624,6.512584686279297,1.9152e-05,0.32,400,,,,,,,,,,
2.4562638854980468,7.433465003967285,2.1552000000000003e-05,0.36,450,,,,,,,,,,
2.4490483093261717,6.400160312652588,2.3952e-05,0.4,500,,,,,,,,,,
2.448377838134766,6.686659812927246,2.6351999999999998e-05,0.44,550,,,,,,,,,,
2.4617344665527345,6.541359901428223,2.8752000000000002e-05,0.48,600,,,,,,,,,,
2.4409938049316406,7.035676002502441,2.9998652490188287e-05,0.52,650,,,,,,,,,,
2.4241363525390627,6.644365310668945,2.998719093071134e-05,0.56,700,,,,,,,,,,
2.4136122131347655,6.493566513061523,2.996404281057195e-05,0.6,750,,,,,,,,,,
2.3290480041503905,9.129724502563477,2.992922617997789e-05,0.64,800,,,,,,,,,,
2.493679656982422,6.263224124908447,2.988276818789039e-05,0.68,850,,,,,,,,,,
2.3209979248046877,9.489928245544434,2.9824705060854187e-05,0.72,900,,,,,,,,,,
2.298827819824219,7.1933207511901855,2.9755082074749163e-05,0.76,950,,,,,,,,,,
2.2930250549316407,6.575734615325928,2.967395351948558e-05,0.8,1000,,,,,,,,,,
2.43068359375,5.517131328582764,2.9581382656670416e-05,0.84,1050,,,,,,,,,,
2.385828857421875,6.909997463226318,2.9477441670277912e-05,0.88,1100,,,,,,,,,,
2.3576983642578124,5.8138556480407715,2.936221161036263e-05,0.92,1150,,,,,,,,,,
2.3348739624023436,6.841375827789307,2.923578232985909e-05,0.96,1200,,,,,,,,,,
2.242900543212891,7.537256240844727,2.9098252414517153e-05,1.0,1250,,,,,,,,,,
,,,1.0,1250,2.2821505069732666,0.36475,2.6697,1498.32,46.823,,,,,
2.1698187255859374,7.952106475830078,2.8949729106027797e-05,1.04,1300,,,,,,,,,,
2.202261657714844,7.295825481414795,2.8790328218399298e-05,1.08,1350,,,,,,,,,,
2.2870184326171876,5.853459358215332,2.8620174047648937e-05,1.12,1400,,,,,,,,,,
2.205391845703125,6.938886642456055,2.8439399274880712e-05,1.16,1450,,,,,,,,,,
2.279013671875,7.777965545654297,2.8248144862824584e-05,1.2,1500,,,,,,,,,,
2.171864013671875,6.2837114334106445,2.8046559945918014e-05,1.24,1550,,,,,,,,,,
2.203294219970703,6.450982570648193,2.7834801714015387e-05,1.28,1600,,,,,,,,,,
2.2635762023925783,8.503250122070312,2.7613035289816108e-05,1.32,1650,,,,,,,,,,
2.2319091796875,6.549839973449707,2.7381433600106867e-05,1.3599999999999999,1700,,,,,,,,,,
2.254028625488281,6.674137115478516,2.714017724091856e-05,1.4,1750,,,,,,,,,,
2.108379211425781,10.98693561553955,2.6889454336702923e-05,1.44,1800,,,,,,,,,,
2.096916046142578,7.214780807495117,2.662946039363874e-05,1.48,1850,,,,,,,,,,
2.159786834716797,7.949779510498047,2.6360398147182e-05,1.52,1900,,,,,,,,,,
2.1297732543945314,7.343421459197998,2.608247740397892e-05,1.56,1950,,,,,,,,,,
2.1557354736328125,5.929967880249023,2.5795914878264997e-05,1.6,2000,,,,,,,,,,
2.2057846069335936,7.955801486968994,2.550093402287777e-05,1.6400000000000001,2050,,,,,,,,,,
2.148270721435547,9.439725875854492,2.519776485501504e-05,1.6800000000000002,2100,,,,,,,,,,
2.0279164123535156,10.401004791259766,2.488664377687436e-05,1.72,2150,,,,,,,,,,
2.137136993408203,7.4750823974609375,2.456781339131373e-05,1.76,2200,,,,,,,,,,
2.143596343994141,7.061281681060791,2.4241522312677166e-05,1.8,2250,,,,,,,,,,
2.011624755859375,7.0044708251953125,2.3908024972932707e-05,1.8399999999999999,2300,,,,,,,,,,
2.085602569580078,7.791497230529785,2.356758142327407e-05,1.88,2350,,,,,,,,,,
2.0009611511230467,8.487862586975098,2.3220457131340476e-05,1.92,2400,,,,,,,,,,
2.0539125061035155,5.706164836883545,2.286692277421304e-05,1.96,2450,,,,,,,,,,
2.1271112060546873,7.349642276763916,2.2507254027348893e-05,2.0,2500,,,,,,,,,,
,,,2.0,2500,2.1152052879333496,0.41475,2.6315,1520.073,47.502,,,,,
1.9752745056152343,7.768594741821289,2.214173134961774e-05,2.04,2550,,,,,,,,,,
2.0347048950195314,7.096501350402832,2.177063976460849e-05,2.08,2600,,,,,,,,,,
1.922203826904297,7.951594829559326,2.1394268638376445e-05,2.12,2650,,,,,,,,,,
2.019122314453125,7.835768222808838,2.1012911453804326e-05,2.16,2700,,,,,,,,,,
2.010665283203125,9.644311904907227,2.0626865581753167e-05,2.2,2750,,,,,,,,,,
2.020186767578125,11.232528686523438,2.0236432049181463e-05,2.24,2800,,,,,,,,,,
1.9469424438476564,8.661856651306152,1.9841915304413397e-05,2.2800000000000002,2850,,,,,,,,,,
1.9648558044433593,9.629880905151367,1.9443622979739186e-05,2.32,2900,,,,,,,,,,
1.8323199462890625,9.459043502807617,1.9041865651532707e-05,2.36,2950,,,,,,,,,,
1.985958251953125,9.855289459228516,1.8636956598073346e-05,2.4,3000,,,,,,,,,,
1.7772837829589845,11.525906562805176,1.822921155526104e-05,2.44,3050,,,,,,,,,,
1.928626708984375,9.118119239807129,1.7818948470414914e-05,2.48,3100,,,,,,,,,,
1.8778875732421876,8.949691772460938,1.7406487254347526e-05,2.52,3150,,,,,,,,,,
1.9086961364746093,7.192681789398193,1.6992149531908044e-05,2.56,3200,,,,,,,,,,
1.9825604248046875,15.333770751953125,1.6576258391188846e-05,2.6,3250,,,,,,,,,,
1.892677001953125,9.574031829833984,1.615913813159117e-05,2.64,3300,,,,,,,,,,
1.971458740234375,9.241822242736816,1.5741114010946172e-05,2.68,3350,,,,,,,,,,
1.8245925903320312,7.106812477111816,1.5322511991888674e-05,2.7199999999999998,3400,,,,,,,,,,
1.831700897216797,7.706900596618652,1.4903658487681294e-05,2.76,3450,,,,,,,,,,
1.840726318359375,9.602950096130371,1.4484880107687198e-05,2.8,3500,,,,,,,,,,
1.9393623352050782,9.995094299316406,1.4066503402689954e-05,2.84,3550,,,,,,,,,,
1.8063185119628906,8.211883544921875,1.3648854610259053e-05,2.88,3600,,,,,,,,,,
1.7593067932128905,8.792074203491211,1.3232259400359665e-05,2.92,3650,,,,,,,,,,
1.858961639404297,10.804963111877441,1.2817042621404979e-05,2.96,3700,,,,,,,,,,
1.7349232482910155,7.9325761795043945,1.2403528046949226e-05,3.0,3750,,,,,,,,,,
,,,3.0,3750,1.9368915557861328,0.46275,2.5855,1547.079,48.346,,,,,
1.69822021484375,11.159135818481445,1.1992038123218735e-05,3.04,3800,,,,,,,,,,
1.670443115234375,9.711186408996582,1.1582893717678143e-05,3.08,3850,,,,,,,,,,
1.6642831420898438,8.019909858703613,1.1176413868827521e-05,3.12,3900,,,,,,,,,,
1.7542388916015625,9.208815574645996,1.0772915537425809e-05,3.16,3950,,,,,,,,,,
1.593867950439453,9.541492462158203,1.0372713359334313e-05,3.2,4000,,,,,,,,,,
1.6744268798828126,7.7754740715026855,9.97611940017315e-06,3.24,4050,,,,,,,,,,
1.6819473266601563,9.465794563293457,9.583442911981836e-06,3.2800000000000002,4100,,,,,,,,,,
1.6993556213378906,8.938040733337402,9.194990092073891e-06,3.32,4150,,,,,,,,,,
1.6258232116699218,8.97156047821045,8.81106384427333e-06,3.36,4200,,,,,,,,,,
1.6835511779785157,8.63903522491455,8.43196354271942e-06,3.4,4250,,,,,,,,,,
1.6522531127929687,7.844891548156738,8.057984798423701e-06,3.44,4300,,,,,,,,,,
1.586265869140625,10.366844177246094,7.689419228761442e-06,3.48,4350,,,,,,,,,,
1.5976710510253906,9.76284122467041,7.32655423007714e-06,3.52,4400,,,,,,,,,,
1.6595814514160157,7.910314083099365,6.969672753581535e-06,3.56,4450,,,,,,,,,,
1.6096791076660155,9.50304889678955,6.619053084714755e-06,3.6,4500,,,,,,,,,,
1.5779090881347657,10.934404373168945,6.274968626147689e-06,3.64,4550,,,,,,,,,,
1.692672119140625,12.518619537353516,5.937687684590826e-06,3.68,4600,,,,,,,,,,
1.58344482421875,8.756619453430176,5.607473261576742e-06,3.7199999999999998,4650,,,,,,,,,,
1.5413003540039063,7.328597545623779,5.284582848379425e-06,3.76,4700,,,,,,,,,,
