method,display_name,supervisor_requested_name,family,base_method,uses_kd,kd_temperature,kd_weight,uses_delta_trace,uses_factor_orth,lambda_orth,lambda_delta_trace,lambda_factor_orth,uses_replay,uses_zero_old,rank,rank_schedule,target_modules,first_step,later_steps,all_seen,old_new_gap,avg_forgetting
simple_avg,SimpleAvg,simple_avg,simple_avg,simple_avg,False,0.0,0.0,False,False,0.0,0.0,0.0,False,False,80,fixed:80,"q_proj, v_proj",53.05,47.387499999999996,48.52,5.662500000000001,
simple_avg_kd_T2,SimpleAvg + KD T2,simple_avg_kd_T2,simple_avg,simple_avg_kd,True,2.0,1.0,False,False,0.0,0.0,0.0,False,False,80,fixed:80,"q_proj, v_proj",80.10000000000001,28.9125,39.15,51.18750000000001,
simple_avg_factor_orth,SimpleAvg + FactorOrth,simple_avg_factor_orth_lam_50,simple_avg,simple_avg_factor_orth,False,0.0,0.0,False,True,50.0,0.0,50.0,False,False,80,fixed:80,"q_proj, v_proj",0.8,76.8375,61.629999999999995,-76.03750000000001,
simple_avg_factor_orth_kd_T2,SimpleAvg + FactorOrth + KD T2,simple_avg_factor_orth_lam_50_kd_T2,simple_avg,simple_avg_factor_orth_kd,True,2.0,1.0,False,True,50.0,0.0,50.0,False,False,80,fixed:80,"q_proj, v_proj",13.200000000000001,76.44999999999999,63.800000000000004,-63.249999999999986,
rank_extension,RankExt,rank_extension,rank_extension,rank_extension,False,0.0,0.0,False,False,0.0,0.0,0.0,False,False,80,16->32->48->64->80,"q_proj, v_proj",3.75,28.512500000000003,23.56,-24.762500000000003,0.893625
rank_extension_kd_only_T2,RankExt + KD T2,rank_extension_kd_only_T2,rank_extension,rank_extension_kd_only,True,2.0,1.0,False,False,0.0,0.0,0.0,False,False,80,16->32->48->64->80,"q_proj, v_proj",69.39999999999999,56.7625,59.29,12.637499999999989,0.28875
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,rank_extension_orth_factor_lam_50,rank_extension,rank_extension_orth_factor_lam_50,False,0.0,0.0,False,True,50.0,0.0,50.0,False,False,80,16->32->48->64->80,"q_proj, v_proj",8.35,41.7875,35.099999999999994,-33.4375,0.751625
rank_extension_orth_factor_lam_50_kd_T2,RankExt + FactorOrth + KD T2,rank_extension_orth_factor_lam_50_kd_T2,rank_extension,rank_extension_orth_factor_lam_50_kd,True,2.0,1.0,False,True,50.0,0.0,50.0,False,False,80,16->32->48->64->80,"q_proj, v_proj",80.30000000000001,64.9,67.97999999999999,15.400000000000006,0.163
