method,rank_all_seen,first_step,later_steps,all_seen,old_new_gap
rank_extension_orth_factor_lam_50_kd_T2,1,80.30000000000001,64.9,67.97999999999999,15.400000000000006
simple_avg_factor_orth_kd_T2,2,13.200000000000001,76.44999999999999,63.800000000000004,-63.249999999999986
simple_avg_factor_orth,3,0.8,76.8375,61.629999999999995,-76.03750000000001
rank_extension_kd_only_T2,4,69.39999999999999,56.7625,59.29,12.637499999999989
simple_avg,5,53.05,47.387499999999996,48.52,5.662500000000001
simple_avg_kd_T2,6,80.10000000000001,28.9125,39.15,51.18750000000001
rank_extension_orth_factor_lam_50,7,8.35,41.7875,35.099999999999994,-33.4375
rank_extension,8,3.75,28.512500000000003,23.56,-24.762500000000003
