method,family,base_method,uses_kd,kd_temperature,kd_weight,uses_delta_trace,uses_factor_orth,lambda_orth,uses_replay,uses_zero_old,rank,rank_schedule,target_modules,display_name,supervisor_requested_name,orth_type,lambda_delta_trace,lambda_factor_orth,kd_enabled,replay_per_class,zero_old_merge,rankext_new_rank_per_step,lora_rank_or_current_rank,lora_alpha,internal_method_name,first_step,later_steps,all_seen,old_new_gap,avg_forgetting,old_active_in_forward,mean_train_ce_loss,final_train_ce_loss,mean_val_ce_loss,final_val_ce_loss,mean_train_total_loss,final_train_total_loss,mean_val_total_loss,final_val_total_loss,mean_kd_weighted_over_ce,mean_factor_orth_weighted_over_ce,mean_delta_trace_weighted_over_ce,factor_lambda,delta_trace_lambda,delta_vs_simple_avg,rank_extension_minus_simple_avg,rank_all_seen,kd_gain,orth_gain,replay_gain,gap_to_joint_upper_bound
simple_avg,simple_avg,simple_avg,False,0.0,0.0,False,False,0.0,False,False,80,fixed:80,"q_proj, v_proj",SimpleAvg,simple_avg,none,0.0,0.0,False,0,False,,80,160.0,simple_avg,53.05,47.387499999999996,48.52,5.662500000000001,,,0.3558641425566341,0.015293796784058213,0.20435922916562613,0.09457891988800839,0.3558641425566341,0.015293796784058213,,,,,,0.0,0.0,0.0,,5,,,,
simple_avg_kd_T2,simple_avg,simple_avg_kd,True,2.0,1.0,False,False,0.0,False,False,80,fixed:80,"q_proj, v_proj",SimpleAvg + KD T2,simple_avg_kd_T2,none,0.0,0.0,True,0,False,,80,160.0,simple_avg_kd_T2,80.10000000000001,28.9125,39.15,51.18750000000001,,,0.6791234722674548,0.3389641927242279,0.537936823036708,0.4287353515625,1.4131081101996765,0.886013237953186,,,1.2257845073460871,,,0.0,0.0,-9.370000000000005,,6,-9.370000000000005,,,
simple_avg_factor_orth,simple_avg,simple_avg_factor_orth,False,0.0,0.0,False,True,50.0,False,False,80,fixed:80,"q_proj, v_proj",SimpleAvg + FactorOrth,simple_avg_factor_orth_lam_50,factor_orth,0.0,50.0,False,0,False,,80,160.0,simple_avg_factor_orth,0.8,76.8375,61.629999999999995,-76.03750000000001,,,0.7268612209000513,0.08215334926843643,0.4334553333848094,0.1322700405418873,249.60183936924497,0.08287344518452883,,,,69.49002325755696,,50.0,0.0,13.109999999999992,,3,,13.109999999999992,,
simple_avg_factor_orth_kd_T2,simple_avg,simple_avg_factor_orth_kd,True,2.0,1.0,False,True,50.0,False,False,80,fixed:80,"q_proj, v_proj",SimpleAvg + FactorOrth + KD T2,simple_avg_factor_orth_lam_50_kd_T2,factor_orth,0.0,50.0,True,0,False,,80,160.0,simple_avg_factor_orth_kd_T2,13.200000000000001,76.44999999999999,63.800000000000004,-63.249999999999986,,,1.064648336072503,0.4722821948051453,0.8554440944377952,0.5894658200740814,249.8665086384244,1.1263511302947997,,,0.999870722949926,64.84790729843859,,50.0,0.0,15.280000000000001,,2,2.170000000000009,24.650000000000006,,
rank_extension,rank_extension,rank_extension,False,0.0,0.0,False,False,0.0,False,False,80,16->32->48->64->80,"q_proj, v_proj",RankExt,rank_extension,none,0.0,0.0,False,0,False,16->16->16->16->16,16->32->48->64->80,160.0,rank_extension,3.75,28.512500000000003,23.56,-24.762500000000003,0.893625,True,0.5290193114316619,0.026651779995299874,0.21571590205806618,0.12377842809259891,0.5290193114316619,0.026651779995299874,,,,,,0.0,0.0,-24.960000000000004,-24.960000000000004,8,,,,
rank_extension_kd_only_T2,rank_extension,rank_extension_kd_only,True,2.0,1.0,False,False,0.0,False,False,80,16->32->48->64->80,"q_proj, v_proj",RankExt + KD T2,rank_extension_kd_only_T2,none,0.0,0.0,True,0,False,16->16->16->16->16,16->32->48->64->80,160.0,rank_extension_kd_only_T2,69.39999999999999,56.7625,59.29,12.637499999999989,0.28875,True,0.9611762617184785,0.5192917557239533,0.7321825068439047,0.6568740229606629,1.795724083952906,1.3846816968917848,,,1.1345130433521073,,,0.0,0.0,10.769999999999996,10.769999999999996,4,35.730000000000004,,,
rank_extension_orth_factor_lam_50,rank_extension,rank_extension_orth_factor_lam_50,False,0.0,0.0,False,True,50.0,False,False,80,16->32->48->64->80,"q_proj, v_proj",RankExt + FactorOrth,rank_extension_orth_factor_lam_50,factor_orth,0.0,50.0,False,0,False,16->16->16->16->16,16->32->48->64->80,160.0,rank_extension_orth_factor_lam_50,8.35,41.7875,35.099999999999994,-33.4375,0.751625,True,0.9317450136676869,0.052616326667368415,0.2128215232181052,0.1010473408550024,14.885156918778295,0.05290414227768779,,,,1.7000040747507665,,50.0,0.0,-13.420000000000009,-13.420000000000009,7,,11.539999999999996,,
rank_extension_orth_factor_lam_50_kd_T2,rank_extension,rank_extension_orth_factor_lam_50_kd,True,2.0,1.0,False,True,50.0,False,False,80,16->32->48->64->80,"q_proj, v_proj",RankExt + FactorOrth + KD T2,rank_extension_orth_factor_lam_50_kd_T2,factor_orth,0.0,50.0,True,0,False,16->16->16->16->16,16->32->48->64->80,160.0,rank_extension_orth_factor_lam_50_kd_T2,80.30000000000001,64.9,67.97999999999999,15.400000000000006,0.163,True,1.287020974108074,0.6237943827629089,0.8062569921617705,0.6865170893669128,4.821023843253159,1.5080278224945067,,,0.9491308412344684,0.38151269251569925,,50.0,0.0,19.459999999999987,19.459999999999987,1,32.879999999999995,8.68999999999999,,
