method,display_name,supervisor_requested_name,family,base_method,uses_kd,kd_temperature,kd_weight,uses_delta_trace,uses_factor_orth,lambda_orth,lambda_delta_trace,lambda_factor_orth,uses_replay,uses_zero_old,rank,rank_schedule,target_modules,first_step,later_steps,all_seen,old_new_gap,avg_forgetting
simple_avg,SimpleAvg,simple_avg,simple_avg,simple_avg,False,0.0,0.0,False,False,0.0,0.0,0.0,False,False,80,fixed:80,"q_proj, k_proj, v_proj, out_proj",82.0,69.6125,72.09,12.387500000000003,
simple_avg_kd_T2,SimpleAvg + KD T2,simple_avg_kd_T2,simple_avg,simple_avg_kd,True,2.0,1.0,False,False,0.0,0.0,0.0,False,False,80,fixed:80,"q_proj, k_proj, v_proj, out_proj",88.9,67.16250000000001,71.50999999999999,21.737499999999997,
simple_avg_factor_orth,SimpleAvg + FactorOrth,simple_avg_factor_orth_lam_50,simple_avg,simple_avg_factor_orth,False,0.0,0.0,False,True,50.0,0.0,50.0,False,False,80,fixed:80,"q_proj, k_proj, v_proj, out_proj",71.2,76.625,75.53999999999999,-5.424999999999997,
simple_avg_factor_orth_kd_T2,SimpleAvg + FactorOrth + KD T2,simple_avg_factor_orth_lam_50_kd_T2,simple_avg,simple_avg_factor_orth_kd,True,2.0,0.5,False,True,15.0,0.0,15.0,False,False,80,fixed:80,"q_proj, k_proj, v_proj, out_proj",77.75,68.2875,70.17999999999999,9.462500000000006,
rank_extension,RankExt,rank_extension,rank_extension,rank_extension,False,0.0,0.0,False,False,0.0,0.0,0.0,False,False,80,16->32->48->64->80,"q_proj, v_proj",0.8,27.075,21.82,-26.275,0.915625
rank_extension_kd_only_T2,RankExt + KD T2,rank_extension_kd_only_T2,rank_extension,rank_extension_kd_only,True,2.0,1.0,False,False,0.0,0.0,0.0,False,False,80,16->32->48->64->80,"q_proj, v_proj",59.550000000000004,58.675,58.85,0.8750000000000071,0.339125
rank_extension_orth_factor_lam_50,RankExt + FactorOrth,rank_extension_orth_factor_lam_50,rank_extension,rank_extension_orth_factor_lam_50,False,0.0,0.0,False,True,50.0,0.0,50.0,False,False,80,16->32->48->64->80,"q_proj, v_proj",2.9000000000000004,38.2875,31.209999999999997,-35.3875,0.801625
rank_extension_orth_factor_lam_50_kd_T2,RankExt + FactorOrth + KD T2,rank_extension_orth_factor_lam_50_kd_T2,rank_extension,rank_extension_orth_factor_lam_50_kd,True,2.0,1.0,False,True,50.0,0.0,50.0,False,False,80,16->32->48->64->80,"q_proj, v_proj",68.95,64.4375,65.34,4.512500000000003,0.24450000000000002
