method,family,base_method,uses_kd,kd_temperature,kd_weight,uses_delta_trace,uses_factor_orth,lambda_orth,lambda_orth_scale,kd_weight_scale,uses_replay,uses_zero_old,rank,rank_schedule,target_modules,head_lr_multiplier,apply_calibration,display_name,supervisor_requested_name,orth_type,lambda_delta_trace,lambda_factor_orth,kd_enabled,replay_per_class,zero_old_merge,rankext_new_rank_per_step,lora_rank_or_current_rank,lora_alpha,internal_method_name,first_step,later_steps,all_seen,old_new_gap,avg_forgetting,old_active_in_forward,backward_transfer,forward_transfer,mean_train_ce_loss,final_train_ce_loss,mean_val_ce_loss,final_val_ce_loss,mean_train_total_loss,final_train_total_loss,mean_val_total_loss,final_val_total_loss,mean_kd_weighted_over_ce,mean_factor_orth_weighted_over_ce,mean_delta_trace_weighted_over_ce,factor_lambda,delta_trace_lambda,delta_vs_simple_avg,rank_extension_minus_simple_avg,rank_all_seen,kd_gain,orth_gain,replay_gain,gap_to_joint_upper_bound
simple_avg,simple_avg,simple_avg,False,0.0,0.0,False,False,0.0,1.0,1.0,False,False,80,fixed:80,"q_proj, k_proj, v_proj, out_proj",10.0,True,SimpleAvg,simple_avg,none,0.0,0.0,False,0,False,,80,160.0,simple_avg,82.0,69.6125,72.09,12.387500000000003,,,-0.24462500000000004,,0.17534221448049317,0.006613776776001032,0.24008651829107125,0.1360978720189305,0.17534221448049317,0.006613776776001032,,,,,,0.0,0.0,0.0,,2,,,,
simple_avg_kd_T2,simple_avg,simple_avg_kd,True,2.0,1.0,False,False,0.0,1.0,1.0,False,False,80,fixed:80,"q_proj, k_proj, v_proj, out_proj",10.0,True,SimpleAvg + KD T2,simple_avg_kd_T2,none,0.0,0.0,True,0,False,,80,160.0,simple_avg_kd_T2,88.9,67.16250000000001,71.50999999999999,21.737499999999997,,,-0.20062499999999997,,0.5060458703981852,0.37332266597747804,0.5342117715607915,0.5099902338981629,1.1943229676496607,1.0038937860488892,,,1.3740480633204768,,,0.0,0.0,-0.5800000000000125,,3,-0.5800000000000125,,,
simple_avg_factor_orth,simple_avg,simple_avg_factor_orth,False,0.0,0.0,False,True,50.0,1.0,1.0,False,False,80,fixed:80,"q_proj, k_proj, v_proj, out_proj",10.0,True,SimpleAvg + FactorOrth,simple_avg_factor_orth_lam_50,factor_orth,0.0,50.0,False,0,False,,80,160.0,simple_avg_factor_orth,71.2,76.625,75.53999999999999,-5.424999999999997,,,-0.218625,,0.2934130174729117,0.008469241715641692,0.19922013940078903,0.11022729206061922,181.66901320254803,0.008815033762215171,,,,155.8718211541713,,50.0,0.0,3.4499999999999886,,1,,3.4499999999999886,,
simple_avg_factor_orth_kd_T2,simple_avg,simple_avg_factor_orth_kd,True,2.0,0.5,False,True,15.0,0.3,0.5,False,False,80,fixed:80,"q_proj, k_proj, v_proj, out_proj",10.0,True,SimpleAvg + FactorOrth + KD T2,simple_avg_factor_orth_lam_50_kd_T2,factor_orth,0.0,15.0,True,0,False,,80,160.0,simple_avg_factor_orth_kd_T2,77.75,68.2875,70.17999999999999,9.462500000000006,,,-0.264625,,0.4691318264530009,0.2369715521335602,0.41017124041558967,0.3646871340274811,12.989436233841728,0.697317057132721,,,1.4626047053942144,7.148814916238186,,15.0,0.0,-1.9100000000000108,,4,-5.359999999999999,-1.3299999999999983,,
rank_extension,rank_extension,rank_extension,False,0.0,0.0,False,False,0.0,1.0,1.0,False,False,80,32->64->96->128->160,"q_proj, v_proj",1.0,False,RankExt,rank_extension,none,0.0,0.0,False,0,False,32->32->32->32->32,32->64->96->128->160,320.0,rank_extension,0.8999999999999999,29.6375,23.89,-28.7375,0.8892500000000001,True,-0.8892500000000001,-0.05,0.3795524756762097,0.009881672562030144,0.2424201001337264,0.16885728716850282,0.3795524756762097,0.009881672562030144,,,,,,0.0,0.0,-48.2,-48.2,8,,,,
rank_extension_kd_only_T2,rank_extension,rank_extension_kd_only,True,2.0,1.0,False,False,0.0,1.0,1.0,False,False,80,32->64->96->128->160,"q_proj, v_proj",1.0,False,RankExt + KD T2,rank_extension_kd_only_T2,none,0.0,0.0,True,0,False,32->32->32->32->32,32->64->96->128->160,320.0,rank_extension_kd_only_T2,49.85,58.925000000000004,57.11000000000001,-9.075000000000003,0.39525000000000005,True,-0.395,-0.05,0.7364397372427951,0.44650102257728574,0.6362689081129929,0.5846499028205872,1.4946020167152834,1.236137066078186,,,1.270331184032164,,,0.0,0.0,-14.979999999999997,-14.979999999999997,6,33.220000000000006,,,
rank_extension_orth_factor_lam_50,rank_extension,rank_extension_orth_factor_lam_50,False,0.0,0.0,False,True,50.0,1.0,1.0,False,False,80,32->64->96->128->160,"q_proj, v_proj",1.0,False,RankExt + FactorOrth,rank_extension_orth_factor_lam_50,factor_orth,0.0,50.0,False,0,False,32->32->32->32->32,32->64->96->128->160,320.0,rank_extension_orth_factor_lam_50,2.1999999999999997,37.012499999999996,30.049999999999997,-34.81249999999999,0.8147500000000001,True,-0.8147500000000001,-0.05,0.7127418773792898,0.029254837364330887,0.3034906880029373,0.1053428077660501,1.3238368160497926,0.029460839921236038,,,,0.5901097157706275,,50.0,0.0,-42.040000000000006,-42.040000000000006,7,,6.159999999999997,,
rank_extension_orth_factor_lam_50_kd_T2,rank_extension,rank_extension_orth_factor_lam_50_kd,True,2.0,1.0,False,True,50.0,1.0,1.0,False,False,80,32->64->96->128->160,"q_proj, v_proj",1.0,False,RankExt + FactorOrth + KD T2,rank_extension_orth_factor_lam_50_kd_T2,factor_orth,0.0,50.0,True,0,False,32->32->32->32->32,32->64->96->128->160,320.0,rank_extension_orth_factor_lam_50_kd_T2,60.3,64.3375,63.53,-4.0375000000000085,0.29312499999999997,True,-0.2929999999999999,-0.05,1.0719968402320994,0.5131292197704315,0.7883300108688575,0.587318359375,2.4288271335456697,1.3415154037475585,,,1.1011740193047717,0.12354922930736739,,50.0,0.0,-8.560000000000002,-8.560000000000002,5,33.480000000000004,6.419999999999995,,
