method,first_step,later_steps,all_seen
rank_extension,5.495480537414551,4.101229190826416,4.380075931549072
rank_extension_replay,1.7094570398330688,1.8170771598815918,1.795554280281067
rank_extension_orth,5.641634941101074,4.109928607940674,4.416270732879639
rank_extension_replay_orth,1.7144194841384888,1.8193873167037964,1.798393726348877
