loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
7.79169921875,8.157751083374023,4.696485623003195e-06,0.08,50,,,,,,,,,,
3.904998779296875,5.072023391723633,9.488817891373802e-06,0.16,100,,,,,,,,,,
2.199165802001953,5.001938819885254,1.428115015974441e-05,0.24,150,,,,,,,,,,
1.8027932739257813,5.80751895904541,1.907348242811502e-05,0.32,200,,,,,,,,,,
1.6472602844238282,6.748974323272705,2.3865814696485624e-05,0.4,250,,,,,,,,,,
1.4812020874023437,6.150049686431885,2.865814696485623e-05,0.48,300,,,,,,,,,,
1.4680035400390625,6.365851402282715,2.9987869552193653e-05,0.56,350,,,,,,,,,,
1.558019561767578,7.392954349517822,2.9930817992741403e-05,0.64,400,,,,,,,,,,
1.4591598510742188,5.742026329040527,2.9827188545626026e-05,0.72,450,,,,,,,,,,
1.5295735168457032,8.724198341369629,2.9677304491243062e-05,0.8,500,,,,,,,,,,
1.3326956176757812,6.098496913909912,2.9481633404955816e-05,0.88,550,,,,,,,,,,
1.384800567626953,6.285611629486084,2.924078569845644e-05,0.96,600,,,,,,,,,,
,,,1.0,625,1.304168939590454,0.5905,2.0769,962.967,30.333,,,,,
1.3512693786621093,7.238672733306885,2.8955512715537523e-05,1.04,650,,,,,,,,,,
1.3509410095214844,8.561001777648926,2.8626704388214728e-05,1.12,700,,,,,,,,,,
1.306879425048828,8.204230308532715,2.8255386460512273e-05,1.2,750,,,,,,,,,,
1.3017520141601562,6.043429374694824,2.7842717288571945e-05,1.28,800,,,,,,,,,,
1.186793670654297,8.892766952514648,2.738998422706795e-05,1.3599999999999999,850,,,,,,,,,,
1.204093475341797,6.869211196899414,2.689859961320046e-05,1.44,900,,,,,,,,,,
1.2239897155761719,4.990548133850098,2.6370096360796116e-05,1.52,950,,,,,,,,,,
1.2566286468505858,7.422402381896973,2.580612317826005e-05,1.6,1000,,,,,,,,,,
1.2651808166503906,8.391037940979004,2.5208439425297385e-05,1.6800000000000002,1050,,,,,,,,,,
1.2300904083251953,6.494448184967041,2.457890962444917e-05,1.76,1100,,,,,,,,,,
1.120820083618164,4.998779296875,2.3919497644564302e-05,1.8399999999999999,1150,,,,,,,,,,
1.1499800872802735,5.983834743499756,2.3232260574352694e-05,1.92,1200,,,,,,,,,,
1.1169349670410156,9.02519702911377,2.2519342305131627e-05,2.0,1250,,,,,,,,,,
,,,2.0,1250,1.2086138725280762,0.631,1.9329,1034.715,32.594,,,,,
1.1016203308105468,6.811419486999512,2.1782966842784276e-05,2.08,1300,,,,,,,,,,
1.0956009674072265,3.889226198196411,2.1025431369794546e-05,2.16,1350,,,,,,,,,,
1.0739112854003907,9.777093887329102,2.0249099079001485e-05,2.24,1400,,,,,,,,,,
0.9616388702392578,8.800734519958496,1.945639180142919e-05,2.32,1450,,,,,,,,,,
1.0416600799560547,9.562888145446777,1.8649782451190097e-05,2.4,1500,,,,,,,,,,
0.9833460998535156,5.6904425621032715,1.7831787311030514e-05,2.48,1550,,,,,,,,,,
1.0016098022460938,9.903532981872559,1.700495818258421e-05,2.56,1600,,,,,,,,,,
1.006880111694336,8.02360725402832,1.617187442582196e-05,2.64,1650,,,,,,,,,,
1.0252548217773438,5.568120956420898,1.533513491253065e-05,2.7199999999999998,1700,,,,,,,,,,
0.9896965026855469,8.535606384277344,1.4497349918923693e-05,2.8,1750,,,,,,,,,,
0.9881455230712891,7.960397720336914,1.3661132982674447e-05,2.88,1800,,,,,,,,,,
0.9539356231689453,7.077093601226807,1.2829092749775229e-05,2.96,1850,,,,,,,,,,
,,,3.0,1875,1.0799206495285034,0.658,1.9191,1042.181,32.829,,,,,
0.8988806915283203,7.646788120269775,1.2003824836656295e-05,3.04,1900,,,,,,,,,,
0.8745268249511718,7.368873596191406,1.1187903732951624e-05,3.12,1950,,,,,,,,,,
0.9092301177978516,5.971794128417969,1.0383874770171447e-05,3.2,2000,,,,,,,,,,
0.8174613189697265,8.217842102050781,9.594246181335844e-06,3.2800000000000002,2050,,,,,,,,,,
0.8661760711669921,11.209467887878418,8.821481276340111e-06,3.36,2100,,,,,,,,,,
0.8026322174072266,8.56369686126709,8.067990757461406e-06,3.44,2150,,,,,,,,,,
0.8217312622070313,8.46773910522461,7.3361251989790855e-06,3.52,2200,,,,,,,,,,
0.7770884704589843,7.104639530181885,6.628167714369197e-06,3.6,2250,,,,,,,,,,
0.7908233642578125,6.555502891540527,5.9463268339483215e-06,3.68,2300,,,,,,,,,,
0.8484709930419921,7.782366752624512,5.292729615185637e-06,3.76,2350,,,,,,,,,,
0.8026887512207032,10.256402015686035,4.66941500717604e-06,3.84,2400,,,,,,,,,,
0.7589082336425781,7.723913669586182,4.078327489974466e-06,3.92,2450,,,,,,,,,,
0.7248439025878907,6.3258771896362305,3.52131100863394e-06,4.0,2500,,,,,,,,,,
,,,4.0,2500,0.99093097448349,0.6945,1.8982,1053.652,33.19,,,,,
0.7152806091308593,5.545779705047607,3.0001032208706653e-06,4.08,2550,,,,,,,,,,
0.7005734252929687,11.773715019226074,2.5163300763010277e-06,4.16,2600,,,,,,,,,,
0.6912171173095704,5.442898750305176,2.0715007441609694e-06,4.24,2650,,,,,,,,,,
0.6439397430419922,5.070067882537842,1.667002905331197e-06,4.32,2700,,,,,,,,,,
0.6787505340576172,11.087190628051758,1.3040984233550242e-06,4.4,2750,,,,,,,,,,
0.7076910400390625,9.792415618896484,9.83919407953575e-07,4.48,2800,,,,,,,,,,
0.6674508666992187,5.3174004554748535,7.074646833184495e-07,4.5600000000000005,2850,,,,,,,,,,
0.7005012512207032,8.651813507080078,4.755966721993066e-07,4.64,2900,,,,,,,,,,
0.6925382232666015,7.305522441864014,2.890387055067412e-07,4.72,2950,,,,,,,,,,
0.6114554595947266,5.030580043792725,1.483727658233175e-07,4.8,3000,,,,,,,,,,
0.6076194763183593,7.202775955200195,5.403767186210218e-08,4.88,3050,,,,,,,,,,
0.7597339630126954,11.776459693908691,6.327709536391724e-09,4.96,3100,,,,,,,,,,
,,,5.0,3125,0.9631871581077576,0.7005,1.9112,1046.442,32.963,,,,,
,,,5.0,3125,,,,,,265.2175,188.525,11.783,3.8780027080704e+18,1.2015165130615235
,,,5.0,3125,0.9631871581077576,0.7005,1.8858,1060.586,33.408,,,,,
