step,ce_loss_mean,weighted_kd_loss_mean,weighted_factor_orth_mean,total_loss_mean,kd_loss_mean,factor_total_penalty_mean,epoch_max,num_rows
1,0.4876749057219406,0.0,0.0,0.4876749057219406,0.0,0.0,3.0,2127
2,1.8204428368350065,1.0743412255523197,2.2374000168945627,5.132184045327119,1.0743412255523197,0.04474800046692592,3.0,2127
3,1.7226336407000098,0.8393166002518176,3.924011510522719,6.485961783363834,0.8393166002518176,0.07848023087044086,3.0,2127
4,1.767306347099559,0.7738957598138352,5.722690213210565,8.263892309453826,0.7738957598138352,0.11445380365449928,3.0,2127
5,1.627412011380144,0.7061880439084542,7.614128744402034,9.947728787053624,0.7061880439084542,0.1522825753957339,3.0,2127
