method_name,display_name,step_id,epoch,train_ce,val_ce,train_val_gap,epoch_over_epoch_train_delta,epoch_over_epoch_val_delta,overfitting_signature,overfit_severity
simple_avg_factor_orth,SimpleAvg+FactorOrth,5,3,0.2506693587779999,0.2799474940299988,0.029278135251998905,-0.33442892169874217,-0.11900224256515501,False,0.0
simple_avg_factor_orth_kd_T2,SimpleAvg+FactorOrth+KD,1,1,1.2376253547149965,0.2280023956596851,-1.0096229590553114,,,False,0.0
simple_avg_factor_orth_kd_T2,SimpleAvg+FactorOrth+KD,1,2,0.1369443636082234,0.1436051178574562,0.006660754249232792,-1.100680991106773,-0.08439727780222891,False,0.0
simple_avg_factor_orth_kd_T2,SimpleAvg+FactorOrth+KD,1,3,0.0722152295574545,0.1347330188900232,0.0625177893325687,-0.0647291340507689,-0.00887209896743299,False,0.0
simple_avg_factor_orth_kd_T2,SimpleAvg+FactorOrth+KD,2,1,3.333746532761719,1.9029726581573487,-1.43077387460437,,,False,0.0
simple_avg_factor_orth_kd_T2,SimpleAvg+FactorOrth+KD,2,2,1.1214517737021212,0.9585339350700378,-0.16291783863208342,-2.2122947590595974,-0.9444387230873109,False,0.0
simple_avg_factor_orth_kd_T2,SimpleAvg+FactorOrth+KD,2,3,0.7955760518074035,0.89317431640625,0.09759826459884646,-0.3258757218947177,-0.06535961866378781,False,0.0
simple_avg_factor_orth_kd_T2,SimpleAvg+FactorOrth+KD,3,1,3.252081561205625,1.9041391639709475,-1.3479423972346776,,,False,0.0
simple_avg_factor_orth_kd_T2,SimpleAvg+FactorOrth+KD,3,2,1.1610028655802618,1.0013598651885989,-0.1596430003916629,-2.091078695625363,-0.9027792987823486,False,0.0
simple_avg_factor_orth_kd_T2,SimpleAvg+FactorOrth+KD,3,3,0.8014555053710938,0.870031982421875,0.06857647705078118,-0.359547360209168,-0.1313278827667239,False,0.0
simple_avg_factor_orth_kd_T2,SimpleAvg+FactorOrth+KD,4,1,3.42108890097192,2.155493650436401,-1.2655952505355188,,,False,0.0
simple_avg_factor_orth_kd_T2,SimpleAvg+FactorOrth+KD,4,2,1.3203793288254346,1.165533446788788,-0.15484588203664673,-2.100709572146485,-0.9899602036476132,False,0.0
simple_avg_factor_orth_kd_T2,SimpleAvg+FactorOrth+KD,4,3,0.8844206253051757,1.0068740229606628,0.12245339765548702,-0.4359587035202589,-0.15865942382812515,False,0.0
simple_avg_factor_orth_kd_T2,SimpleAvg+FactorOrth+KD,5,1,3.250286885057065,1.7376972618103028,-1.5125896232467622,,,False,0.0
simple_avg_factor_orth_kd_T2,SimpleAvg+FactorOrth+KD,5,2,0.9743853250976467,0.818575439453125,-0.1558098856445217,-2.275901559959418,-0.9191218223571778,False,0.0
simple_avg_factor_orth_kd_T2,SimpleAvg+FactorOrth+KD,5,3,0.6357677535057068,0.7141964116096496,0.07842865810394284,-0.33861757159193995,-0.10437902784347541,False,0.0
rank_extension,RankExt,1,1,1.3417462185543465,0.2540390701442957,-1.087707148410051,,,False,0.0
rank_extension,RankExt,1,2,0.1528027853027719,0.1753596134185791,0.022556828115807226,-1.1889434332515747,-0.0786794567257166,False,0.0
rank_extension,RankExt,1,3,0.0951795681357383,0.1551886138617992,0.06000904572606089,-0.057623217167033586,-0.020170999556779923,False,0.0
rank_extension,RankExt,2,1,2.0049971306480088,0.3175144498348236,-1.687482680813185,,,False,0.0
rank_extension,RankExt,2,2,0.1627619987659034,0.2162800140529871,0.05351801528708372,-1.8422351318821053,-0.10123443578183647,False,0.0
rank_extension,RankExt,2,3,0.090751928576827,0.1974912109300494,0.1067392823532224,-0.07201007018907639,-0.01878880312293771,False,0.0
rank_extension,RankExt,3,1,1.9681116088907769,0.321543182849884,-1.6465684260408928,,,False,0.0
